2m,4m,6m,mm (onlyライブたたき=>1エレガントのセット)
4,5,3,6,84240
3,8,0,7,84246
3,4,7,4,84258
2,7,4,5,84264
9,5,2,1,84270
1,6,8,3,84282
0,9,5,4,84288
7,7,3,0,84294
8,0,3,7,84300
7,3,0,8,84306
0,1,9,9,84312
6,2,4,6,84324
5,5,1,7,84330
5,1,8,4,84342
4,4,5,5,84348
3,7,2,6,84354
3,3,9,3,84366
2,6,6,4,84372
1,9,3,5,84378
9,4,4,0,84378
8,7,1,1,84384
9,0,1,8,84390
0,8,7,3,84396
1,1,7,10,84402
6,9,2,0,84408
7,2,2,7,84414
6,1,6,5,84432
5,4,3,6,84438
4,7,0,7,84444
4,3,7,4,84456
3,6,4,5,84462
2,9,1,6,84468
2,5,8,3,84480
1,8,5,4,84486
8,6,3,0,84492
7,9,0,1,84498
0,7,9,2,84504
8,2,0,8,84504
1,0,9,9,84510
0,3,6,10,84516
7,1,4,6,84522
6,4,1,7,84528
6,0,8,4,84540
5,3,5,5,84546
4,6,2,6,84552
4,2,9,3,84564
3,5,6,4,84570
2,8,3,5,84576
9,6,1,1,84582
1,7,7,3,84594
2,0,7,10,84600
7,8,2,0,84606
8,1,2,7,84612
0,2,8,9,84624
7,0,6,5,84630
6,3,3,6,84636
5,6,0,7,84642
5,2,7,4,84654
4,5,4,5,84660
3,8,1,6,84666
3,4,8,3,84678
2,7,5,4,84684
9,5,3,0,84690
8,8,0,1,84696
1,6,9,2,84702
9,1,0,8,84702
0,9,6,3,84708
1,2,6,10,84714
8,0,4,6,84720
7,3,1,7,84726
6,2,5,5,84744
5,5,2,6,84750
5,1,9,3,84762
4,4,6,4,84768
3,7,3,5,84774
2,6,7,3,84792
1,9,4,4,84798
8,7,2,0,84804
9,0,2,7,84810
0,8,8,2,84816
1,1,8,9,84822
0,4,5,10,84828
7,2,3,6,84834
6,5,0,7,84840
6,1,7,4,84852
5,4,4,5,84858
4,7,1,6,84864
4,3,8,3,84876
3,6,5,4,84882
2,9,2,5,84888
9,7,0,1,84894
2,5,9,2,84900
1,8,6,3,84906
2,1,6,10,84912
7,9,1,0,84918
8,2,1,7,84924
0,3,7,9,84936
7,1,5,5,84942
6,4,2,6,84948
6,0,9,3,84960
5,3,6,4,84966
4,6,3,5,84972
3,9,0,6,84978
3,5,7,3,84990
2,8,4,4,84996
9,6,2,0,85002
1,7,8,2,85014
2,0,8,9,85020
1,3,5,10,85026
8,1,3,6,85032
7,4,0,7,85038
0,2,9,8,85044
7,0,7,4,85050
6,3,4,5,85056
5,6,1,6,85062
5,2,8,3,85074
4,5,5,4,85080
3,8,2,5,85086
3,4,9,2,85098
2,7,6,3,85104
3,0,6,10,85110
8,8,1,0,85116
9,1,1,7,85122
0,9,7,2,85128
1,2,7,9,85134
0,5,4,10,85140
8,0,5,5,85140
7,3,2,6,85146
6,2,6,4,85164
5,5,3,5,85170
4,8,0,6,85176
4,4,7,3,85188
3,7,4,4,85194
2,6,8,2,85212
1,9,5,3,85218
2,2,5,10,85224
9,0,3,6,85230
0,8,9,1,85236
8,3,0,7,85236
1,1,9,8,85242
0,4,6,9,85248
7,2,4,5,85254
6,5,1,6,85260
6,1,8,3,85272
5,4,5,4,85278
4,7,2,5,85284
4,3,9,2,85296
3,6,6,3,85302
2,9,3,4,85308
9,7,1,0,85314
1,8,7,2,85326
2,1,7,9,85332
1,4,4,10,85338
8,2,2,6,85344
0,3,8,8,85356
7,1,6,4,85362
6,4,3,5,85368
5,7,0,6,85374
5,3,7,3,85386
4,6,4,4,85392
3,9,1,5,85398
3,5,8,2,85410
2,8,5,3,85416
3,1,5,10,85422
8,9,0,0,85428
1,7,9,1,85434
9,2,0,7,85434
2,0,9,8,85440
1,3,6,9,85446
0,6,3,10,85452
8,1,4,5,85452
7,4,1,6,85458
7,0,8,3,85470
6,3,5,4,85476
5,6,2,5,85482
5,2,9,2,85494
4,5,6,3,85500
3,8,3,4,85506
2,7,7,2,85524
3,0,7,9,85530
2,3,4,10,85536
9,1,2,6,85542
0,9,8,1,85548
1,2,8,8,85554
0,5,5,9,85560
8,0,6,4,85560
7,3,3,5,85566
6,6,0,6,85572
6,2,7,3,85584
5,5,4,4,85590
4,8,1,5,85596
4,4,8,2,85608
3,7,5,3,85614
4,0,5,10,85620
9,8,0,0,85626
2,6,9,1,85632
1,9,6,2,85638
2,2,6,9,85644
1,5,3,10,85650
9,0,4,5,85650
8,3,1,6,85656
0,4,7,8,85668
7,2,5,4,85674
6,5,2,5,85680
6,1,9,2,85692
5,4,6,3,85698
4,7,3,4,85704
3,6,7,2,85722
2,9,4,3,85728
3,2,4,10,85734
1,8,8,1,85746
2,1,8,8,85752
1,4,5,9,85758
0,7,2,10,85764
8,2,3,5,85764
7,5,0,6,85770
0,3,9,7,85776
7,1,7,3,85782
6,4,4,4,85788
5,7,1,5,85794
5,3,8,2,85806
4,6,5,3,85812
3,9,2,4,85818
3,5,9,1,85830
2,8,6,2,85836
3,1,6,9,85842
2,4,3,10,85848
9,2,1,6,85854
1,3,7,8,85866
0,6,4,9,85872
8,1,5,4,85872
7,4,2,5,85878
7,0,9,2,85890
6,3,6,3,85896
5,6,3,4,85902
4,9,0,5,85908
4,5,7,2,85920
3,8,4,3,85926
4,1,4,10,85932
2,7,8,1,85944
3,0,8,8,85950
2,3,5,9,85956
1,6,2,10,85962
9,1,3,5,85962
0,9,9,0,85968
8,4,0,6,85968
1,2,9,7,85974
0,5,6,8,85980
8,0,7,3,85980
7,3,4,4,85986
6,6,1,5,85992
6,2,8,2,86004
5,5,5,3,86010
4,8,2,4,86016
4,4,9,1,86028
3,7,6,2,86034
4,0,6,9,86040
3,3,3,10,86046
1,9,7,1,86058
2,2,7,8,86064
1,5,4,9,86070
9,0,5,4,86070
0,8,1,10,86076
8,3,2,5,86076
0,4,8,7,86088
7,2,6,3,86094
6,5,3,4,86100
5,8,0,5,86106
5,4,7,2,86118
4,7,4,3,86124
5,0,4,10,86130
3,6,8,1,86142
2,9,5,2,86148
3,2,5,9,86154
2,5,2,10,86160
1,8,9,0,86166
9,3,0,6,86166
2,1,9,7,86172
1,4,6,8,86178
0,7,3,9,86184
8,2,4,4,86184
7,5,1,5,86190
7,1,8,2,86202
6,4,5,3,86208
5,7,2,4,86214
5,3,9,1,86226
4,6,6,2,86232
3,9,3,3,86238
4,2,3,10,86244
2,8,7,1,86256
3,1,7,8,86262
2,4,4,9,86268
1,7,1,10,86274
9,2,2,5,86274
1,3,8,7,86286
0,6,5,8,86292
8,1,6,3,86292
7,4,3,4,86298
6,7,0,5,86304
6,3,7,2,86316
5,6,4,3,86322
4,9,1,4,86328
4,5,8,1,86340
3,8,5,2,86346
4,1,5,9,86352
3,4,2,10,86358
2,7,9,0,86364
3,0,9,7,86370
2,3,6,8,86376
1,6,3,9,86382
9,1,4,4,86382
0,9,0,10,86388
8,4,1,5,86388
0,5,7,7,86400
8,0,8,2,86400
7,3,5,3,86406
6,6,2,4,86412
6,2,9,1,86424
5,5,6,2,86430
4,8,3,3,86436
5,1,3,10,86442
3,7,7,1,86454
4,0,7,8,86460
3,3,4,9,86466
2,6,1,10,86472
1,9,8,0,86478
2,2,8,7,86484
1,5,5,8,86490
9,0,6,3,86490
0,8,2,9,86496
8,3,3,4,86496
7,6,0,5,86502
0,4,9,6,86508
7,2,7,2,86514
6,5,4,3,86520
5,8,1,4,86526
5,4,8,1,86538
4,7,5,2,86544
5,0,5,9,86550
4,3,2,10,86556
3,6,9,0,86562
2,9,6,1,86568
3,2,6,8,86574
2,5,3,9,86580
1,8,0,10,86586
9,3,1,5,86586
1,4,7,7,86598
0,7,4,8,86604
8,2,5,3,86604
7,5,2,4,86610
7,1,9,1,86622
6,4,6,2,86628
5,7,3,3,86634
6,0,3,10,86640
4,6,7,1,86652
3,9,4,2,86658
4,2,4,9,86664
3,5,1,10,86670
2,8,8,0,86676
3,1,8,7,86682
2,4,5,8,86688
1,7,2,9,86694
9,2,3,4,86694
8,5,0,5,86700
1,3,9,6,86706
0,6,6,7,86712
8,1,7,2,86712
7,4,4,3,86718
6,7,1,4,86724
6,3,8,1,86736
5,6,5,2,86742
4,9,2,3,86748
5,2,2,10,86754
4,5,9,0,86760
3,8,6,1,86766
4,1,6,8,86772
3,4,3,9,86778
2,7,0,10,86784
2,3,7,7,86796
1,6,4,8,86802
9,1,5,3,86802
0,9,1,9,86808
8,4,2,4,86808
0,5,8,6,86820
8,0,9,1,86820
7,3,6,2,86826
6,6,3,3,86832
5,9,0,4,86838
5,5,7,1,86850
4,8,4,2,86856
5,1,4,9,86862
4,4,1,10,86868
3,7,8,0,86874
4,0,8,7,86880
3,3,5,8,86886
2,6,2,9,86892
9,4,0,5,86898
2,2,9,6,86904
1,5,6,7,86910
9,0,7,2,86910
0,8,3,8,86916
8,3,4,3,86916
7,6,1,4,86922
7,2,8,1,86934
6,5,5,2,86940
5,8,2,3,86946
6,1,2,10,86952
5,4,9,0,86958
4,7,6,1,86964
5,0,6,8,86970
4,3,3,9,86976
3,6,0,10,86982
2,9,7,0,86988
3,2,7,7,86994
2,5,4,8,87000
1,8,1,9,87006
9,3,2,4,87006
1,4,8,6,87018
0,7,5,7,87024
8,2,6,2,87024
7,5,3,3,87030
6,8,0,4,87036
6,4,7,1,87048
5,7,4,2,87054
6,0,4,9,87060
5,3,1,10,87066
4,6,8,0,87072
3,9,5,1,87078
4,2,5,8,87084
3,5,2,9,87090
3,1,9,6,87102
2,4,6,7,87108
1,7,3,8,87114
9,2,4,3,87114
8,5,1,4,87120
0,6,7,6,87132
8,1,8,1,87132
7,4,5,2,87138
6,7,2,3,87144
7,0,2,10,87150
6,3,9,0,87156
5,6,6,1,87162
4,9,3,2,87168
5,2,3,9,87174
4,5,0,10,87180
3,8,7,0,87186
4,1,7,7,87192
3,4,4,8,87198
2,7,1,9,87204
2,3,8,6,87216
1,6,5,7,87222
9,1,6,2,87222
0,9,2,8,87228
8,4,3,3,87228
7,7,0,4,87234
0,5,9,5,87240
7,3,7,1,87246
6,6,4,2,87252
5,9,1,3,87258
6,2,1,10,87264
5,5,8,0,87270
4,8,5,1,87276
5,1,5,8,87282
4,4,2,9,87288
4,0,9,6,87300
3,3,6,7,87306
2,6,3,8,87312
1,9,0,9,87318
9,4,1,4,87318
1,5,7,6,87330
9,0,8,1,87330
0,8,4,7,87336
8,3,5,2,87336
7,6,2,3,87342
7,2,9,0,87354
6,5,6,1,87360
5,8,3,2,87366
6,1,3,9,87372
5,4,0,10,87378
4,7,7,0,87384
5,0,7,7,87390
4,3,4,8,87396
3,6,1,9,87402
3,2,8,6,87414
2,5,5,7,87420
1,8,2,8,87426
9,3,3,3,87426
8,6,0,4,87432
1,4,9,5,87438
0,7,6,6,87444
8,2,7,1,87444
7,5,4,2,87450
6,8,1,3,87456
7,1,1,10,87462
6,4,8,0,87468
5,7,5,1,87474
6,0,5,8,87480
5,3,2,9,87486
3,9,6,0,87498
4,2,6,7,87504
3,5,3,8,87510
2,8,0,9,87516
2,4,7,6,87528
1,7,4,7,87534
9,2,5,2,87534
8,5,2,3,87540
0,6,8,5,87552
8,1,9,0,87552
7,4,6,1,87558
6,7,3,2,87564
7,0,3,9,87570
6,3,0,10,87576
5,6,7,0,87582
4,9,4,1,87588
5,2,4,8,87594
4,5,1,9,87600
4,1,8,6,87612
3,4,5,7,87618
2,7,2,8,87624
9,5,0,4,87630
2,3,9,5,87636
1,6,6,6,87642
9,1,7,1,87642
0,9,3,7,87648
8,4,4,2,87648
7,7,1,3,87654
8,0,1,10,87660
7,3,8,0,87666
6,6,5,1,87672
5,9,2,2,87678
6,2,2,9,87684
4,8,6,0,87696
5,1,6,7,87702
4,4,3,8,87708
3,7,0,9,87714
3,3,7,6,87726
2,6,4,7,87732
1,9,1,8,87738
9,4,2,3,87738
1,5,8,5,87750
9,0,9,0,87750
0,8,5,6,87756
8,3,6,1,87756
7,6,3,2,87762
6,9,0,3,87768
7,2,0,10,87774
6,5,7,0,87780
5,8,4,1,87786
6,1,4,8,87792
5,4,1,9,87798
5,0,8,6,87810
4,3,5,7,87816
3,6,2,8,87822
3,2,9,5,87834
2,5,6,6,87840
1,8,3,7,87846
9,3,4,2,87846
8,6,1,3,87852
0,7,7,5,87864
8,2,8,0,87864
7,5,5,1,87870
6,8,2,2,87876
7,1,2,9,87882
5,7,6,0,87894
6,0,6,7,87900
5,3,3,8,87906
4,6,0,9,87912
4,2,7,6,87924
3,5,4,7,87930
2,8,1,8,87936
2,4,8,5,87948
1,7,5,6,87954
9,2,6,1,87954
8,5,3,2,87960
7,8,0,3,87966
0,6,9,4,87972
8,1,0,10,87972
7,4,7,0,87978
6,7,4,1,87984
7,0,4,8,87990
6,3,1,9,87996
4,9,5,0,88008
5,2,5,7,88014
4,5,2,8,88020
4,1,9,5,88032
3,4,6,6,88038
2,7,3,7,88044
9,5,1,3,88050
1,6,7,5,88062
9,1,8,0,88062
0,9,4,6,88068
8,4,5,1,88068
7,7,2,2,88074
8,0,2,9,88080
6,6,6,0,88092
5,9,3,1,88098
6,2,3,8,88104
5,5,0,9,88110
5,1,7,6,88122
4,4,4,7,88128
3,7,1,8,88134
3,3,8,5,88146
2,6,5,6,88152
1,9,2,7,88158
9,4,3,2,88158
8,7,0,3,88164
1,5,9,4,88170
9,0,0,10,88170
0,8,6,5,88176
8,3,7,0,88176
7,6,4,1,88182
6,9,1,2,88188
7,2,1,9,88194
0,0,10,10,88200
5,8,5,0,88206
6,1,5,7,88212
5,4,2,8,88218
5,0,9,5,88230
4,3,6,6,88236
3,6,3,7,88242
2,9,0,8,88248
2,5,7,5,88260
1,8,4,6,88266
9,3,5,1,88266
8,6,2,2,88272
0,7,8,4,88284
7,5,6,0,88290
6,8,3,1,88296
7,1,3,8,88302
6,4,0,9,88308
6,0,7,6,88320
5,3,4,7,88326
4,6,1,8,88332
4,2,8,5,88344
3,5,5,6,88350
2,8,2,7,88356
9,6,0,3,88362
2,4,9,4,88368
1,7,6,5,88374
9,2,7,0,88374
8,5,4,1,88380
7,8,1,2,88386
8,1,1,9,88392
6,7,5,0,88404
7,0,5,7,88410
6,3,2,8,88416
5,2,6,6,88434
4,5,3,7,88440
3,8,0,8,88446
3,4,7,5,88458
2,7,4,6,88464
9,5,2,2,88470
1,6,8,4,88482
0,9,5,5,88488
8,4,6,0,88488
7,7,3,1,88494
8,0,3,8,88500
7,3,0,9,88506
0,1,9,10,88512
5,9,4,0,88518
6,2,4,7,88524
5,5,1,8,88530
5,1,8,5,88542
4,4,5,6,88548
3,7,2,7,88554
3,3,9,4,88566
2,6,6,5,88572
1,9,3,6,88578
9,4,4,1,88578
8,7,1,2,88584
9,0,1,9,88590
0,8,7,4,88596
7,6,5,0,88602
6,9,2,1,88608
7,2,2,8,88614
6,1,6,6,88632
5,4,3,7,88638
4,7,0,8,88644
4,3,7,5,88656
3,6,4,6,88662
2,9,1,7,88668
2,5,8,4,88680
1,8,5,5,88686
9,3,6,0,88686
8,6,3,1,88692
7,9,0,2,88698
0,7,9,3,88704
8,2,0,9,88704
1,0,9,10,88710
6,8,4,0,88716
7,1,4,7,88722
6,4,1,8,88728
6,0,8,5,88740
5,3,5,6,88746
4,6,2,7,88752
4,2,9,4,88764
3,5,6,5,88770
2,8,3,6,88776
9,6,1,2,88782
1,7,7,4,88794
8,5,5,0,88800
7,8,2,1,88806
8,1,2,8,88812
0,2,8,10,88824
7,0,6,6,88830
6,3,3,7,88836
5,6,0,8,88842
5,2,7,5,88854
4,5,4,6,88860
3,8,1,7,88866
3,4,8,4,88878
2,7,5,5,88884
9,5,3,1,88890
8,8,0,2,88896
1,6,9,3,88902
9,1,0,9,88902
0,9,6,4,88908
7,7,4,0,88914
8,0,4,7,88920
7,3,1,8,88926
6,2,5,6,88944
5,5,2,7,88950
5,1,9,4,88962
4,4,6,5,88968
3,7,3,6,88974
2,6,7,4,88992
1,9,4,5,88998
9,4,5,0,88998
8,7,2,1,89004
9,0,2,8,89010
0,8,8,3,89016
1,1,8,10,89022
6,9,3,0,89028
7,2,3,7,89034
6,5,0,8,89040
6,1,7,5,89052
5,4,4,6,89058
4,7,1,7,89064
4,3,8,4,89076
3,6,5,5,89082
2,9,2,6,89088
9,7,0,2,89094
2,5,9,3,89100
1,8,6,4,89106
8,6,4,0,89112
7,9,1,1,89118
8,2,1,8,89124
0,3,7,10,89136
7,1,5,6,89142
6,4,2,7,89148
6,0,9,4,89160
5,3,6,5,89166
4,6,3,6,89172
3,9,0,7,89178
3,5,7,4,89190
2,8,4,5,89196
9,6,2,1,89202
1,7,8,3,89214
2,0,8,10,89220
7,8,3,0,89226
8,1,3,7,89232
7,4,0,8,89238
0,2,9,9,89244
7,0,7,5,89250
6,3,4,6,89256
5,6,1,7,89262
5,2,8,4,89274
4,5,5,5,89280
3,8,2,6,89286
3,4,9,3,89298
2,7,6,4,89304
9,5,4,0,89310
8,8,1,1,89316
9,1,1,8,89322
0,9,7,3,89328
1,2,7,10,89334
8,0,5,6,89340
7,3,2,7,89346
6,2,6,5,89364
5,5,3,6,89370
4,8,0,7,89376
4,4,7,4,89388
3,7,4,5,89394
2,6,8,3,89412
1,9,5,4,89418
8,7,3,0,89424
9,0,3,7,89430
0,8,9,2,89436
8,3,0,8,89436
1,1,9,9,89442
0,4,6,10,89448
7,2,4,6,89454
6,5,1,7,89460
6,1,8,4,89472
5,4,5,5,89478
4,7,2,6,89484
4,3,9,3,89496
3,6,6,4,89502
2,9,3,5,89508
9,7,1,1,89514
1,8,7,3,89526
2,1,7,10,89532
7,9,2,0,89538
8,2,2,7,89544
0,3,8,9,89556
7,1,6,5,89562
6,4,3,6,89568
5,7,0,7,89574
5,3,7,4,89586
4,6,4,5,89592
3,9,1,6,89598
3,5,8,3,89610
2,8,5,4,89616
9,6,3,0,89622
8,9,0,1,89628
1,7,9,2,89634
9,2,0,8,89634
2,0,9,9,89640
1,3,6,10,89646
8,1,4,6,89652
7,4,1,7,89658
7,0,8,4,89670
6,3,5,5,89676
5,6,2,6,89682
5,2,9,3,89694
4,5,6,4,89700
3,8,3,5,89706
2,7,7,3,89724
3,0,7,10,89730
8,8,2,0,89736
9,1,2,7,89742
0,9,8,2,89748
1,2,8,9,89754
0,5,5,10,89760
8,0,6,5,89760
7,3,3,6,89766
6,6,0,7,89772
6,2,7,4,89784
5,5,4,5,89790
4,8,1,6,89796
4,4,8,3,89808
3,7,5,4,89814
9,8,0,1,89826
2,6,9,2,89832
1,9,6,3,89838
2,2,6,10,89844
9,0,4,6,89850
8,3,1,7,89856
0,4,7,9,89868
7,2,5,5,89874
6,5,2,6,89880
6,1,9,3,89892
5,4,6,4,89898
4,7,3,5,89904
3,6,7,3,89922
2,9,4,4,89928
9,7,2,0,89934
1,8,8,2,89946
2,1,8,9,89952
1,4,5,10,89958
8,2,3,6,89964
7,5,0,7,89970
0,3,9,8,89976
7,1,7,4,89982
6,4,4,5,89988
5,7,1,6,89994
5,3,8,3,90006
4,6,5,4,90012
3,9,2,5,90018
3,5,9,2,90030
2,8,6,3,90036
3,1,6,10,90042
8,9,1,0,90048
9,2,1,7,90054
1,3,7,9,90066
0,6,4,10,90072
8,1,5,5,90072
7,4,2,6,90078
7,0,9,3,90090
6,3,6,4,90096
5,6,3,5,90102
4,9,0,6,90108
4,5,7,3,90120
3,8,4,4,90126
2,7,8,2,90144
3,0,8,9,90150
2,3,5,10,90156
9,1,3,6,90162
0,9,9,1,90168
8,4,0,7,90168
1,2,9,8,90174
0,5,6,9,90180
8,0,7,4,90180
7,3,4,5,90186
6,6,1,6,90192
6,2,8,3,90204
5,5,5,4,90210
4,8,2,5,90216
4,4,9,2,90228
3,7,6,3,90234
4,0,6,10,90240
9,8,1,0,90246
1,9,7,2,90258
2,2,7,9,90264
1,5,4,10,90270
9,0,5,5,90270
8,3,2,6,90276
0,4,8,8,90288
7,2,6,4,90294
6,5,3,5,90300
5,8,0,6,90306
5,4,7,3,90318
4,7,4,4,90324
3,6,8,2,90342
2,9,5,3,90348
3,2,5,10,90354
1,8,9,1,90366
9,3,0,7,90366
2,1,9,8,90372
1,4,6,9,90378
0,7,3,10,90384
8,2,4,5,90384
7,5,1,6,90390
7,1,8,3,90402
6,4,5,4,90408
5,7,2,5,90414
5,3,9,2,90426
4,6,6,3,90432
3,9,3,4,90438
2,8,7,2,90456
3,1,7,9,90462
2,4,4,10,90468
9,2,2,6,90474
1,3,8,8,90486
0,6,5,9,90492
8,1,6,4,90492
7,4,3,5,90498
6,7,0,6,90504
6,3,7,3,90516
5,6,4,4,90522
4,9,1,5,90528
4,5,8,2,90540
3,8,5,3,90546
4,1,5,10,90552
9,9,0,0,90558
2,7,9,1,90564
3,0,9,8,90570
2,3,6,9,90576
1,6,3,10,90582
9,1,4,5,90582
8,4,1,6,90588
0,5,7,8,90600
8,0,8,3,90600
7,3,5,4,90606
6,6,2,5,90612
6,2,9,2,90624
5,5,6,3,90630
4,8,3,4,90636
3,7,7,2,90654
4,0,7,9,90660
3,3,4,10,90666
1,9,8,1,90678
2,2,8,8,90684
1,5,5,9,90690
9,0,6,4,90690
0,8,2,10,90696
8,3,3,5,90696
7,6,0,6,90702
0,4,9,7,90708
7,2,7,3,90714
6,5,4,4,90720
5,8,1,5,90726
5,4,8,2,90738
4,7,5,3,90744
5,0,5,10,90750
3,6,9,1,90762
2,9,6,2,90768
3,2,6,9,90774
2,5,3,10,90780
9,3,1,6,90786
1,4,7,8,90798
0,7,4,9,90804
8,2,5,4,90804
7,5,2,5,90810
7,1,9,2,90822
6,4,6,3,90828
5,7,3,4,90834
4,6,7,2,90852
3,9,4,3,90858
4,2,4,10,90864
2,8,8,1,90876
3,1,8,8,90882
2,4,5,9,90888
1,7,2,10,90894
9,2,3,5,90894
8,5,0,6,90900
1,3,9,7,90906
0,6,6,8,90912
8,1,7,3,90912
7,4,4,4,90918
6,7,1,5,90924
6,3,8,2,90936
5,6,5,3,90942
4,9,2,4,90948
4,5,9,1,90960
3,8,6,2,90966
4,1,6,9,90972
3,4,3,10,90978
2,3,7,8,90996
1,6,4,9,91002
9,1,5,4,91002
0,9,1,10,91008
8,4,2,5,91008
0,5,8,7,91020
8,0,9,2,91020
7,3,6,3,91026
6,6,3,4,91032
5,9,0,5,91038
5,5,7,2,91050
4,8,4,3,91056
5,1,4,10,91062
3,7,8,1,91074
4,0,8,8,91080
3,3,5,9,91086
2,6,2,10,91092
1,9,9,0,91098
9,4,0,6,91098
2,2,9,7,91104
1,5,6,8,91110
9,0,7,3,91110
0,8,3,9,91116
8,3,4,4,91116
7,6,1,5,91122
7,2,8,2,91134
6,5,5,3,91140
5,8,2,4,91146
5,4,9,1,91158
4,7,6,2,91164
5,0,6,9,91170
4,3,3,10,91176
2,9,7,1,91188
3,2,7,8,91194
2,5,4,9,91200
1,8,1,10,91206
9,3,2,5,91206
1,4,8,7,91218
0,7,5,8,91224
8,2,6,3,91224
7,5,3,4,91230
6,8,0,5,91236
6,4,7,2,91248
5,7,4,3,91254
6,0,4,10,91260
4,6,8,1,91272
3,9,5,2,91278
4,2,5,9,91284
3,5,2,10,91290
2,8,9,0,91296
3,1,9,7,91302
2,4,6,8,91308
1,7,3,9,91314
9,2,4,4,91314
8,5,1,5,91320
0,6,7,7,91332
8,1,8,2,91332
7,4,5,3,91338
6,7,2,4,91344
6,3,9,1,91356
5,6,6,2,91362
4,9,3,3,91368
5,2,3,10,91374
3,8,7,1,91386
4,1,7,8,91392
3,4,4,9,91398
2,7,1,10,91404
2,3,8,7,91416
1,6,5,8,91422
9,1,6,3,91422
0,9,2,9,91428
8,4,3,4,91428
7,7,0,5,91434
0,5,9,6,91440
7,3,7,2,91446
6,6,4,3,91452
5,9,1,4,91458
5,5,8,1,91470
4,8,5,2,91476
5,1,5,9,91482
4,4,2,10,91488
3,7,9,0,91494
4,0,9,7,91500
3,3,6,8,91506
2,6,3,9,91512
1,9,0,10,91518
9,4,1,5,91518
1,5,7,7,91530
9,0,8,2,91530
0,8,4,8,91536
8,3,5,3,91536
7,6,2,4,91542
7,2,9,1,91554
6,5,6,2,91560
5,8,3,3,91566
6,1,3,10,91572
4,7,7,1,91584
5,0,7,8,91590
4,3,4,9,91596
3,6,1,10,91602
2,9,8,0,91608
3,2,8,7,91614
2,5,5,8,91620
1,8,2,9,91626
9,3,3,4,91626
8,6,0,5,91632
1,4,9,6,91638
0,7,6,7,91644
8,2,7,2,91644
7,5,4,3,91650
6,8,1,4,91656
6,4,8,1,91668
5,7,5,2,91674
6,0,5,9,91680
5,3,2,10,91686
4,6,9,0,91692
3,9,6,1,91698
4,2,6,8,91704
3,5,3,9,91710
2,8,0,10,91716
2,4,7,7,91728
1,7,4,8,91734
9,2,5,3,91734
8,5,2,4,91740
0,6,8,6,91752
8,1,9,1,91752
7,4,6,2,91758
6,7,3,3,91764
7,0,3,10,91770
5,6,7,1,91782
4,9,4,2,91788
5,2,4,9,91794
4,5,1,10,91800
3,8,8,0,91806
4,1,8,7,91812
3,4,5,8,91818
2,7,2,9,91824
9,5,0,5,91830
2,3,9,6,91836
1,6,6,7,91842
9,1,7,2,91842
0,9,3,8,91848
8,4,4,3,91848
7,7,1,4,91854
7,3,8,1,91866
6,6,5,2,91872
5,9,2,3,91878
6,2,2,10,91884
5,5,9,0,91890
4,8,6,1,91896
5,1,6,8,91902
4,4,3,9,91908
3,7,0,10,91914
3,3,7,7,91926
2,6,4,8,91932
1,9,1,9,91938
9,4,2,4,91938
1,5,8,6,91950
9,0,9,1,91950
0,8,5,7,91956
8,3,6,2,91956
7,6,3,3,91962
6,9,0,4,91968
6,5,7,1,91980
5,8,4,2,91986
6,1,4,9,91992
5,4,1,10,91998
4,7,8,0,92004
5,0,8,7,92010
4,3,5,8,92016
3,6,2,9,92022
3,2,9,6,92034
2,5,6,7,92040
1,8,3,8,92046
9,3,4,3,92046
8,6,1,4,92052
0,7,7,6,92064
8,2,8,1,92064
7,5,5,2,92070
6,8,2,3,92076
7,1,2,10,92082
6,4,9,0,92088
5,7,6,1,92094
6,0,6,8,92100
5,3,3,9,92106
4,6,0,10,92112
3,9,7,0,92118
4,2,7,7,92124
3,5,4,8,92130
2,8,1,9,92136
2,4,8,6,92148
1,7,5,7,92154
9,2,6,2,92154
8,5,3,3,92160
7,8,0,4,92166
0,6,9,5,92172
7,4,7,1,92178
6,7,4,2,92184
7,0,4,9,92190
6,3,1,10,92196
5,6,8,0,92202
4,9,5,1,92208
5,2,5,8,92214
4,5,2,9,92220
4,1,9,6,92232
3,4,6,7,92238
2,7,3,8,92244
9,5,1,4,92250
1,6,7,6,92262
9,1,8,1,92262
0,9,4,7,92268
8,4,5,2,92268
7,7,2,3,92274
8,0,2,10,92280
7,3,9,0,92286
6,6,6,1,92292
5,9,3,2,92298
6,2,3,9,92304
5,5,0,10,92310
4,8,7,0,92316
5,1,7,7,92322
4,4,4,8,92328
3,7,1,9,92334
3,3,8,6,92346
2,6,5,7,92352
1,9,2,8,92358
9,4,3,3,92358
8,7,0,4,92364
1,5,9,5,92370
0,8,6,6,92376
8,3,7,1,92376
7,6,4,2,92382
6,9,1,3,92388
7,2,1,10,92394
6,5,8,0,92400
5,8,5,1,92406
6,1,5,8,92412
5,4,2,9,92418
5,0,9,6,92430
4,3,6,7,92436
3,6,3,8,92442
2,9,0,9,92448
2,5,7,6,92460
1,8,4,7,92466
9,3,5,2,92466
8,6,2,3,92472
0,7,8,5,92484
8,2,9,0,92484
7,5,6,1,92490
6,8,3,2,92496
7,1,3,9,92502
6,4,0,10,92508
5,7,7,0,92514
6,0,7,7,92520
5,3,4,8,92526
4,6,1,9,92532
4,2,8,6,92544
3,5,5,7,92550
2,8,2,8,92556
9,6,0,4,92562
2,4,9,5,92568
