2m,4m,6m,mm,,,,,,,,,,
1,0,7,1,1602,,,,,,,,,
0,3,4,2,1603,,,,,,,,,
1,1,5,2,1603,,,,,,,,,
0,4,2,3,1604,,,,,,,,,
1,2,3,3,1604,,,,,,,,,
2,0,4,3,1604,,,,,,,,,
0,5,0,4,1605,,,,,,,,,
1,3,1,4,1605,,,,,,,,,
2,1,2,4,1605,,,,,,,,,
2,2,0,5,1606,,,,,,,,,
3,0,1,5,1606,,,,,,,,,
1,8,1,0,1610,,,,,,,,,
2,6,2,0,1610,,,,,,,,,
3,4,3,0,1610,,,,,,,,,
4,2,4,0,1610,,,,,,,,,
5,0,5,0,1610,,,,,,,,,
2,7,0,1,1611,,,,,,,,,
3,5,1,1,1611,,,,,,,,,
4,3,2,1,1611,,,,,,,,,
5,1,3,1,1611,,,,,,,,,
4,4,0,2,1612,,,,,,,,,
5,2,1,2,1612,,,,,,,,,
6,0,2,2,1612,,,,,,,,,
6,1,0,3,1613,,,,,,,,,
8,3,0,0,1619,,,,,,,,,
9,1,1,0,1619,,,,,,,,,
0,0,9,0,1620,,,,,,,,,
0,1,7,1,1621,,,,,,,,,
0,2,5,2,1622,,,,,,,,,
1,0,6,2,1622,,,,,,,,,
0,3,3,3,1623,,,,,,,,,
1,1,4,3,1623,,,,,,,,,
0,4,1,4,1624,,,,,,,,,
1,2,2,4,1624,,,,,,,,,
2,0,3,4,1624,,,,,,,,,
1,3,0,5,1625,,,,,,,,,
2,1,1,5,1625,,,,,,,,,
3,0,0,6,1626,,,,,,,,,
0,9,1,0,1629,,,,,,,,,
1,7,2,0,1629,,,,,,,,,
2,5,3,0,1629,,,,,,,,,
3,3,4,0,1629,,,,,,,,,
4,1,5,0,1629,,,,,,,,,
1,8,0,1,1630,,,,,,,,,
2,6,1,1,1630,,,,,,,,,
3,4,2,1,1630,,,,,,,,,
4,2,3,1,1630,,,,,,,,,
5,0,4,1,1630,,,,,,,,,
3,5,0,2,1631,,,,,,,,,
4,3,1,2,1631,,,,,,,,,
5,1,2,2,1631,,,,,,,,,
5,2,0,3,1632,,,,,,,,,
6,0,1,3,1632,,,,,,,,,
7,4,0,0,1638,,,,,,,,,
8,2,1,0,1638,,,,,,,,,
9,0,2,0,1638,,,,,,,,,
9,1,0,1,1639,,,,,,,,,
0,0,8,1,1640,,,,,,,,,
0,1,6,2,1641,,,,,,,,,
0,2,4,3,1642,,,,,,,,,
1,0,5,3,1642,,,,,,,,,
0,3,2,4,1643,,,,,,,,,
1,1,3,4,1643,,,,,,,,,
0,4,0,5,1644,,,,,,,,,
1,2,1,5,1644,,,,,,,,,
2,0,2,5,1644,,,,,,,,,
2,1,0,6,1645,,,,,,,,,
0,8,2,0,1648,,,,,,,,,
1,6,3,0,1648,,,,,,,,,
2,4,4,0,1648,,,,,,,,,
3,2,5,0,1648,,,,,,,,,
4,0,6,0,1648,,,,,,,,,
0,9,0,1,1649,,,,,,,,,
1,7,1,1,1649,,,,,,,,,
2,5,2,1,1649,,,,,,,,,
3,3,3,1,1649,,,,,,,,,
4,1,4,1,1649,,,,,,,,,
2,6,0,2,1650,,,,,,,,,
3,4,1,2,1650,,,,,,,,,
4,2,2,2,1650,,,,,,,,,
5,0,3,2,1650,,,,,,,,,
4,3,0,3,1651,,,,,,,,,
5,1,1,3,1651,,,,,,,,,
6,0,0,4,1652,,,,,,,,,
6,5,0,0,1657,,,,,,,,,
7,3,1,0,1657,,,,,,,,,
8,1,2,0,1657,,,,,,,,,
8,2,0,1,1658,,,,,,,,,
9,0,1,1,1658,,,,,,,,,
0,0,7,2,1660,,,,,,,,,
0,1,5,3,1661,,,,,,,,,
0,2,3,4,1662,,,,,,,,,
1,0,4,4,1662,,,,,,,,,
0,3,1,5,1663,,,,,,,,,
1,1,2,5,1663,,,,,,,,,
1,2,0,6,1664,,,,,,,,,
2,0,1,6,1664,,,,,,,,,
0,7,3,0,1667,,,,,,,,,
1,5,4,0,1667,,,,,,,,,
2,3,5,0,1667,,,,,,,,,
3,1,6,0,1667,,,,,,,,,
0,8,1,1,1668,,,,,,,,,
1,6,2,1,1668,,,,,,,,,
2,4,3,1,1668,,,,,,,,,
3,2,4,1,1668,,,,,,,,,
4,0,5,1,1668,,,,,,,,,
1,7,0,2,1669,,,,,,,,,
2,5,1,2,1669,,,,,,,,,
3,3,2,2,1669,,,,,,,,,
4,1,3,2,1669,,,,,,,,,
3,4,0,3,1670,,,,,,,,,
4,2,1,3,1670,,,,,,,,,
5,0,2,3,1670,,,,,,,,,
5,1,0,4,1671,,,,,,,,,
5,6,0,0,1676,,,,,,,,,
6,4,1,0,1676,,,,,,,,,
7,2,2,0,1676,,,,,,,,,
8,0,3,0,1676,,,,,,,,,
7,3,0,1,1677,,,,,,,,,
8,1,1,1,1677,,,,,,,,,
9,0,0,2,1678,,,,,,,,,
0,0,6,3,1680,,,,,,,,,
0,1,4,4,1681,,,,,,,,,
0,2,2,5,1682,,,,,,,,,
1,0,3,5,1682,,,,,,,,,
0,3,0,6,1683,,,,,,,,,
1,1,1,6,1683,,,,,,,,,
2,0,0,7,1684,,,,,,,,,
0,6,4,0,1686,,,,,,,,,
1,4,5,0,1686,,,,,,,,,
2,2,6,0,1686,,,,,,,,,
3,0,7,0,1686,,,,,,,,,
0,7,2,1,1687,,,,,,,,,
1,5,3,1,1687,,,,,,,,,
2,3,4,1,1687,,,,,,,,,
3,1,5,1,1687,,,,,,,,,
0,8,0,2,1688,,,,,,,,,
1,6,1,2,1688,,,,,,,,,
2,4,2,2,1688,,,,,,,,,
3,2,3,2,1688,,,,,,,,,
4,0,4,2,1688,,,,,,,,,
2,5,0,3,1689,,,,,,,,,
3,3,1,3,1689,,,,,,,,,
4,1,2,3,1689,,,,,,,,,
4,2,0,4,1690,,,,,,,,,
5,0,1,4,1690,,,,,,,,,
4,7,0,0,1695,,,,,,,,,
5,5,1,0,1695,,,,,,,,,
6,3,2,0,1695,,,,,,,,,
7,1,3,0,1695,,,,,,,,,
6,4,0,1,1696,,,,,,,,,
7,2,1,1,1696,,,,,,,,,
8,0,2,1,1696,,,,,,,,,
8,1,0,2,1697,,,,,,,,,
0,0,5,4,1700,,,,,,,,,
0,1,3,5,1701,,,,,,,,,
0,2,1,6,1702,,,,,,,,,
1,0,2,6,1702,,,,,,,,,
1,1,0,7,1703,,,,,,,,,
0,5,5,0,1705,,,,,,,,,
1,3,6,0,1705,,,,,,,,,
2,1,7,0,1705,,,,,,,,,
0,6,3,1,1706,,,,,,,,,
1,4,4,1,1706,,,,,,,,,
2,2,5,1,1706,,,,,,,,,
3,0,6,1,1706,,,,,,,,,
0,7,1,2,1707,,,,,,,,,
1,5,2,2,1707,,,,,,,,,
2,3,3,2,1707,,,,,,,,,
3,1,4,2,1707,,,,,,,,,
1,6,0,3,1708,,,,,,,,,
2,4,1,3,1708,,,,,,,,,
3,2,2,3,1708,,,,,,,,,
4,0,3,3,1708,,,,,,,,,
3,3,0,4,1709,,,,,,,,,
4,1,1,4,1709,,,,,,,,,
5,0,0,5,1710,,,,,,,,,
3,8,0,0,1714,,,,,,,,,
4,6,1,0,1714,,,,,,,,,
5,4,2,0,1714,,,,,,,,,
6,2,3,0,1714,,,,,,,,,
7,0,4,0,1714,,,,,,,,,
5,5,0,1,1715,,,,,,,,,
6,3,1,1,1715,,,,,,,,,
7,1,2,1,1715,,,,,,,,,
7,2,0,2,1716,,,,,,,,,
8,0,1,2,1716,,,,,,,,,
0,0,4,5,1720,,,,,,,,,
0,1,2,6,1721,,,,,,,,,
0,2,0,7,1722,,,,,,,,,
1,0,1,7,1722,,,,,,,,,
0,4,6,0,1724,,,,,,,,,
1,2,7,0,1724,,,,,,,,,
2,0,8,0,1724,,,,,,,,,
0,5,4,1,1725,,,,,,,,,
1,3,5,1,1725,,,,,,,,,
2,1,6,1,1725,,,,,,,,,
0,6,2,2,1726,,,,,,,,,
1,4,3,2,1726,,,,,,,,,
2,2,4,2,1726,,,,,,,,,
3,0,5,2,1726,,,,,,,,,
0,7,0,3,1727,,,,,,,,,
1,5,1,3,1727,,,,,,,,,
2,3,2,3,1727,,,,,,,,,
3,1,3,3,1727,,,,,,,,,
2,4,0,4,1728,,,,,,,,,
3,2,1,4,1728,,,,,,,,,
4,0,2,4,1728,,,,,,,,,
4,1,0,5,1729,,,,,,,,,
2,9,0,0,1733,,,,,,,,,
3,7,1,0,1733,,,,,,,,,
4,5,2,0,1733,,,,,,,,,
5,3,3,0,1733,,,,,,,,,
6,1,4,0,1733,,,,,,,,,
4,6,0,1,1734,,,,,,,,,
5,4,1,1,1734,,,,,,,,,
6,2,2,1,1734,,,,,,,,,
7,0,3,1,1734,,,,,,,,,
6,3,0,2,1735,,,,,,,,,
7,1,1,2,1735,,,,,,,,,
8,0,0,3,1736,,,,,,,,,
0,0,3,6,1740,,,,,,,,,
0,1,1,7,1741,,,,,,,,,
1,0,0,8,1742,,,,,,,,,
0,3,7,0,1743,,,,,,,,,
1,1,8,0,1743,,,,,,,,,
0,4,5,1,1744,,,,,,,,,
1,2,6,1,1744,,,,,,,,,
2,0,7,1,1744,,,,,,,,,
0,5,3,2,1745,,,,,,,,,
1,3,4,2,1745,,,,,,,,,
2,1,5,2,1745,,,,,,,,,
0,6,1,3,1746,,,,,,,,,
1,4,2,3,1746,,,,,,,,,
2,2,3,3,1746,,,,,,,,,
3,0,4,3,1746,,,,,,,,,
1,5,0,4,1747,,,,,,,,,
2,3,1,4,1747,,,,,,,,,
3,1,2,4,1747,,,,,,,,,
3,2,0,5,1748,,,,,,,,,
4,0,1,5,1748,,,,,,,,,
2,8,1,0,1752,,,,,,,,,
3,6,2,0,1752,,,,,,,,,
4,4,3,0,1752,,,,,,,,,
5,2,4,0,1752,,,,,,,,,
6,0,5,0,1752,,,,,,,,,
3,7,0,1,1753,,,,,,,,,
4,5,1,1,1753,,,,,,,,,
5,3,2,1,1753,,,,,,,,,
6,1,3,1,1753,,,,,,,,,
5,4,0,2,1754,,,,,,,,,
6,2,1,2,1754,,,,,,,,,
7,0,2,2,1754,,,,,,,,,
7,1,0,3,1755,,,,,,,,,
0,0,2,7,1760,,,,,,,,,
0,1,0,8,1761,,,,,,,,,
9,3,0,0,1761,,,,,,,,,
0,2,8,0,1762,,,,,,,,,
1,0,9,0,1762,,,,,,,,,
0,3,6,1,1763,,,,,,,,,
1,1,7,1,1763,,,,,,,,,
0,4,4,2,1764,,,,,,,,,
1,2,5,2,1764,,,,,,,,,
2,0,6,2,1764,,,,,,,,,
0,5,2,3,1765,,,,,,,,,
1,3,3,3,1765,,,,,,,,,
2,1,4,3,1765,,,,,,,,,
0,6,0,4,1766,,,,,,,,,
1,4,1,4,1766,,,,,,,,,
2,2,2,4,1766,,,,,,,,,
3,0,3,4,1766,,,,,,,,,
2,3,0,5,1767,,,,,,,,,
3,1,1,5,1767,,,,,,,,,
4,0,0,6,1768,,,,,,,,,
1,9,1,0,1771,,,,,,,,,
2,7,2,0,1771,,,,,,,,,
3,5,3,0,1771,,,,,,,,,
4,3,4,0,1771,,,,,,,,,
5,1,5,0,1771,,,,,,,,,
2,8,0,1,1772,,,,,,,,,
3,6,1,1,1772,,,,,,,,,
4,4,2,1,1772,,,,,,,,,
5,2,3,1,1772,,,,,,,,,
6,0,4,1,1772,,,,,,,,,
4,5,0,2,1773,,,,,,,,,
5,3,1,2,1773,,,,,,,,,
6,1,2,2,1773,,,,,,,,,
6,2,0,3,1774,,,,,,,,,
7,0,1,3,1774,,,,,,,,,
0,0,1,8,1780,,,,,,,,,
8,4,0,0,1780,,,,,,,,,
9,2,1,0,1780,,,,,,,,,
0,1,9,0,1781,,,,,,,,,
0,2,7,1,1782,,,,,,,,,
1,0,8,1,1782,,,,,,,,,
0,3,5,2,1783,,,,,,,,,
1,1,6,2,1783,,,,,,,,,
0,4,3,3,1784,,,,,,,,,
1,2,4,3,1784,,,,,,,,,
2,0,5,3,1784,,,,,,,,,
0,5,1,4,1785,,,,,,,,,
1,3,2,4,1785,,,,,,,,,
2,1,3,4,1785,,,,,,,,,
1,4,0,5,1786,,,,,,,,,
2,2,1,5,1786,,,,,,,,,
3,0,2,5,1786,,,,,,,,,
3,1,0,6,1787,,,,,,,,,
1,8,2,0,1790,,,,,,,,,
2,6,3,0,1790,,,,,,,,,
3,4,4,0,1790,,,,,,,,,
4,2,5,0,1790,,,,,,,,,
5,0,6,0,1790,,,,,,,,,
1,9,0,1,1791,,,,,,,,,
2,7,1,1,1791,,,,,,,,,
3,5,2,1,1791,,,,,,,,,
4,3,3,1,1791,,,,,,,,,
5,1,4,1,1791,,,,,,,,,
3,6,0,2,1792,,,,,,,,,
4,4,1,2,1792,,,,,,,,,
5,2,2,2,1792,,,,,,,,,
6,0,3,2,1792,,,,,,,,,
5,3,0,3,1793,,,,,,,,,
6,1,1,3,1793,,,,,,,,,
7,0,0,4,1794,,,,,,,,,
7,5,0,0,1799,,,,,,,,,
8,3,1,0,1799,,,,,,,,,
9,1,2,0,1799,,,,,,,,,
0,0,0,9,1800,,,,,,,,,
9,2,0,1,1800,,,,,,,,,
0,1,8,1,1801,,,,,,,,,
0,2,6,2,1802,,,,,,,,,
1,0,7,2,1802,,,,,,,,,
0,3,4,3,1803,,,,,,,,,
1,1,5,3,1803,,,,,,,,,
0,4,2,4,1804,,,,,,,,,
1,2,3,4,1804,,,,,,,,,
2,0,4,4,1804,,,,,,,,,
0,5,0,5,1805,,,,,,,,,
1,3,1,5,1805,,,,,,,,,
2,1,2,5,1805,,,,,,,,,
2,2,0,6,1806,,,,,,,,,
3,0,1,6,1806,,,,,,,,,
0,9,2,0,1809,,,,,,,,,
1,7,3,0,1809,,,,,,,,,
2,5,4,0,1809,,,,,,,,,
3,3,5,0,1809,,,,,,,,,
4,1,6,0,1809,,,,,,,,,
1,8,1,1,1810,,,,,,,,,
2,6,2,1,1810,,,,,,,,,
3,4,3,1,1810,,,,,,,,,
4,2,4,1,1810,,,,,,,,,
5,0,5,1,1810,,,,,,,,,
2,7,0,2,1811,,,,,,,,,
3,5,1,2,1811,,,,,,,,,
4,3,2,2,1811,,,,,,,,,
5,1,3,2,1811,,,,,,,,,
4,4,0,3,1812,,,,,,,,,
5,2,1,3,1812,,,,,,,,,
6,0,2,3,1812,,,,,,,,,
6,1,0,4,1813,,,,,,,,,
6,6,0,0,1818,,,,,,,,,
7,4,1,0,1818,,,,,,,,,
8,2,2,0,1818,,,,,,,,,
9,0,3,0,1818,,,,,,,,,
8,3,0,1,1819,,,,,,,,,
9,1,1,1,1819,,,,,,,,,
0,0,9,1,1820,,,,,,,,,
0,1,7,2,1821,,,,,,,,,
0,2,5,3,1822,,,,,,,,,
1,0,6,3,1822,,,,,,,,,
0,3,3,4,1823,,,,,,,,,
1,1,4,4,1823,,,,,,,,,
0,4,1,5,1824,,,,,,,,,
1,2,2,5,1824,,,,,,,,,
2,0,3,5,1824,,,,,,,,,
1,3,0,6,1825,,,,,,,,,
2,1,1,6,1825,,,,,,,,,
3,0,0,7,1826,,,,,,,,,
0,8,3,0,1828,,,,,,,,,
1,6,4,0,1828,,,,,,,,,
2,4,5,0,1828,,,,,,,,,
3,2,6,0,1828,,,,,,,,,
4,0,7,0,1828,,,,,,,,,
0,9,1,1,1829,,,,,,,,,
1,7,2,1,1829,,,,,,,,,
2,5,3,1,1829,,,,,,,,,
3,3,4,1,1829,,,,,,,,,
4,1,5,1,1829,,,,,,,,,
1,8,0,2,1830,,,,,,,,,
2,6,1,2,1830,,,,,,,,,
3,4,2,2,1830,,,,,,,,,
4,2,3,2,1830,,,,,,,,,
5,0,4,2,1830,,,,,,,,,
3,5,0,3,1831,,,,,,,,,
4,3,1,3,1831,,,,,,,,,
5,1,2,3,1831,,,,,,,,,
5,2,0,4,1832,,,,,,,,,
6,0,1,4,1832,,,,,,,,,
5,7,0,0,1837,,,,,,,,,
6,5,1,0,1837,,,,,,,,,
7,3,2,0,1837,,,,,,,,,
8,1,3,0,1837,,,,,,,,,
7,4,0,1,1838,,,,,,,,,
8,2,1,1,1838,,,,,,,,,
9,0,2,1,1838,,,,,,,,,
9,1,0,2,1839,,,,,,,,,
0,0,8,2,1840,,,,,,,,,
0,1,6,3,1841,,,,,,,,,
0,2,4,4,1842,,,,,,,,,
1,0,5,4,1842,,,,,,,,,
0,3,2,5,1843,,,,,,,,,
1,1,3,5,1843,,,,,,,,,
0,4,0,6,1844,,,,,,,,,
1,2,1,6,1844,,,,,,,,,
2,0,2,6,1844,,,,,,,,,
2,1,0,7,1845,,,,,,,,,
0,7,4,0,1847,,,,,,,,,
1,5,5,0,1847,,,,,,,,,
2,3,6,0,1847,,,,,,,,,
3,1,7,0,1847,,,,,,,,,
0,8,2,1,1848,,,,,,,,,
1,6,3,1,1848,,,,,,,,,
2,4,4,1,1848,,,,,,,,,
3,2,5,1,1848,,,,,,,,,
4,0,6,1,1848,,,,,,,,,
0,9,0,2,1849,,,,,,,,,
1,7,1,2,1849,,,,,,,,,
2,5,2,2,1849,,,,,,,,,
3,3,3,2,1849,,,,,,,,,
4,1,4,2,1849,,,,,,,,,
2,6,0,3,1850,,,,,,,,,
3,4,1,3,1850,,,,,,,,,
4,2,2,3,1850,,,,,,,,,
5,0,3,3,1850,,,,,,,,,
4,3,0,4,1851,,,,,,,,,
5,1,1,4,1851,,,,,,,,,
6,0,0,5,1852,,,,,,,,,
4,8,0,0,1856,,,,,,,,,
5,6,1,0,1856,,,,,,,,,
6,4,2,0,1856,,,,,,,,,
7,2,3,0,1856,,,,,,,,,
8,0,4,0,1856,,,,,,,,,
6,5,0,1,1857,,,,,,,,,
7,3,1,1,1857,,,,,,,,,
8,1,2,1,1857,,,,,,,,,
8,2,0,2,1858,,,,,,,,,
9,0,1,2,1858,,,,,,,,,
0,0,7,3,1860,,,,,,,,,
0,1,5,4,1861,,,,,,,,,
0,2,3,5,1862,,,,,,,,,
1,0,4,5,1862,,,,,,,,,
0,3,1,6,1863,,,,,,,,,
1,1,2,6,1863,,,,,,,,,
1,2,0,7,1864,,,,,,,,,
2,0,1,7,1864,,,,,,,,,
0,6,5,0,1866,,,,,,,,,
1,4,6,0,1866,,,,,,,,,
2,2,7,0,1866,,,,,,,,,
3,0,8,0,1866,,,,,,,,,
0,7,3,1,1867,,,,,,,,,
1,5,4,1,1867,,,,,,,,,
2,3,5,1,1867,,,,,,,,,
3,1,6,1,1867,,,,,,,,,
0,8,1,2,1868,,,,,,,,,
1,6,2,2,1868,,,,,,,,,
2,4,3,2,1868,,,,,,,,,
3,2,4,2,1868,,,,,,,,,
4,0,5,2,1868,,,,,,,,,
1,7,0,3,1869,,,,,,,,,
2,5,1,3,1869,,,,,,,,,
3,3,2,3,1869,,,,,,,,,
4,1,3,3,1869,,,,,,,,,
3,4,0,4,1870,,,,,,,,,
4,2,1,4,1870,,,,,,,,,
5,0,2,4,1870,,,,,,,,,
5,1,0,5,1871,,,,,,,,,
3,9,0,0,1875,,,,,,,,,
4,7,1,0,1875,,,,,,,,,
5,5,2,0,1875,,,,,,,,,
6,3,3,0,1875,,,,,,,,,
7,1,4,0,1875,,,,,,,,,
5,6,0,1,1876,,,,,,,,,
6,4,1,1,1876,,,,,,,,,
7,2,2,1,1876,,,,,,,,,
8,0,3,1,1876,,,,,,,,,
7,3,0,2,1877,,,,,,,,,
8,1,1,2,1877,,,,,,,,,
9,0,0,3,1878,,,,,,,,,
0,0,6,4,1880,,,,,,,,,
0,1,4,5,1881,,,,,,,,,
0,2,2,6,1882,,,,,,,,,
1,0,3,6,1882,,,,,,,,,
0,3,0,7,1883,,,,,,,,,
1,1,1,7,1883,,,,,,,,,
2,0,0,8,1884,,,,,,,,,
0,5,6,0,1885,,,,,,,,,
1,3,7,0,1885,,,,,,,,,
2,1,8,0,1885,,,,,,,,,
0,6,4,1,1886,,,,,,,,,
1,4,5,1,1886,,,,,,,,,
2,2,6,1,1886,,,,,,,,,
3,0,7,1,1886,,,,,,,,,
0,7,2,2,1887,,,,,,,,,
1,5,3,2,1887,,,,,,,,,
2,3,4,2,1887,,,,,,,,,
3,1,5,2,1887,,,,,,,,,
0,8,0,3,1888,,,,,,,,,
1,6,1,3,1888,,,,,,,,,
2,4,2,3,1888,,,,,,,,,
3,2,3,3,1888,,,,,,,,,
4,0,4,3,1888,,,,,,,,,
2,5,0,4,1889,,,,,,,,,
3,3,1,4,1889,,,,,,,,,
4,1,2,4,1889,,,,,,,,,
4,2,0,5,1890,,,,,,,,,
5,0,1,5,1890,,,,,,,,,
3,8,1,0,1894,,,,,,,,,
4,6,2,0,1894,,,,,,,,,
5,4,3,0,1894,,,,,,,,,
6,2,4,0,1894,,,,,,,,,
7,0,5,0,1894,,,,,,,,,
4,7,0,1,1895,,,,,,,,,
5,5,1,1,1895,,,,,,,,,
6,3,2,1,1895,,,,,,,,,
7,1,3,1,1895,,,,,,,,,
6,4,0,2,1896,,,,,,,,,
7,2,1,2,1896,,,,,,,,,
8,0,2,2,1896,,,,,,,,,
8,1,0,3,1897,,,,,,,,,
0,0,5,5,1900,,,,,,,,,
0,1,3,6,1901,,,,,,,,,
0,2,1,7,1902,,,,,,,,,
1,0,2,7,1902,,,,,,,,,
1,1,0,8,1903,,,,,,,,,
0,4,7,0,1904,,,,,,,,,
1,2,8,0,1904,,,,,,,,,
2,0,9,0,1904,,,,,,,,,
0,5,5,1,1905,,,,,,,,,
1,3,6,1,1905,,,,,,,,,
2,1,7,1,1905,,,,,,,,,
0,6,3,2,1906,,,,,,,,,
1,4,4,2,1906,,,,,,,,,
2,2,5,2,1906,,,,,,,,,
3,0,6,2,1906,,,,,,,,,
0,7,1,3,1907,,,,,,,,,
1,5,2,3,1907,,,,,,,,,
2,3,3,3,1907,,,,,,,,,
3,1,4,3,1907,,,,,,,,,
1,6,0,4,1908,,,,,,,,,
2,4,1,4,1908,,,,,,,,,
3,2,2,4,1908,,,,,,,,,
4,0,3,4,1908,,,,,,,,,
3,3,0,5,1909,,,,,,,,,
4,1,1,5,1909,,,,,,,,,
5,0,0,6,1910,,,,,,,,,
2,9,1,0,1913,,,,,,,,,
3,7,2,0,1913,,,,,,,,,
4,5,3,0,1913,,,,,,,,,
5,3,4,0,1913,,,,,,,,,
6,1,5,0,1913,,,,,,,,,
3,8,0,1,1914,,,,,,,,,
4,6,1,1,1914,,,,,,,,,
5,4,2,1,1914,,,,,,,,,
6,2,3,1,1914,,,,,,,,,
7,0,4,1,1914,,,,,,,,,
5,5,0,2,1915,,,,,,,,,
6,3,1,2,1915,,,,,,,,,
7,1,2,2,1915,,,,,,,,,
7,2,0,3,1916,,,,,,,,,
8,0,1,3,1916,,,,,,,,,
0,0,4,6,1920,,,,,,,,,
0,1,2,7,1921,,,,,,,,,
0,2,0,8,1922,,,,,,,,,
1,0,1,8,1922,,,,,,,,,
9,4,0,0,1922,,,,,,,,,
0,3,8,0,1923,,,,,,,,,
1,1,9,0,1923,,,,,,,,,
0,4,6,1,1924,,,,,,,,,
1,2,7,1,1924,,,,,,,,,
2,0,8,1,1924,,,,,,,,,
0,5,4,2,1925,,,,,,,,,
1,3,5,2,1925,,,,,,,,,
2,1,6,2,1925,,,,,,,,,
0,6,2,3,1926,,,,,,,,,
1,4,3,3,1926,,,,,,,,,
2,2,4,3,1926,,,,,,,,,
3,0,5,3,1926,,,,,,,,,
0,7,0,4,1927,,,,,,,,,
1,5,1,4,1927,,,,,,,,,
2,3,2,4,1927,,,,,,,,,
3,1,3,4,1927,,,,,,,,,
2,4,0,5,1928,,,,,,,,,
3,2,1,5,1928,,,,,,,,,
4,0,2,5,1928,,,,,,,,,
4,1,0,6,1929,,,,,,,,,
2,8,2,0,1932,,,,,,,,,
3,6,3,0,1932,,,,,,,,,
4,4,4,0,1932,,,,,,,,,
5,2,5,0,1932,,,,,,,,,
6,0,6,0,1932,,,,,,,,,
2,9,0,1,1933,,,,,,,,,
3,7,1,1,1933,,,,,,,,,
4,5,2,1,1933,,,,,,,,,
5,3,3,1,1933,,,,,,,,,
6,1,4,1,1933,,,,,,,,,
4,6,0,2,1934,,,,,,,,,
5,4,1,2,1934,,,,,,,,,
6,2,2,2,1934,,,,,,,,,
7,0,3,2,1934,,,,,,,,,
6,3,0,3,1935,,,,,,,,,
7,1,1,3,1935,,,,,,,,,
8,0,0,4,1936,,,,,,,,,
0,0,3,7,1940,,,,,,,,,
0,1,1,8,1941,,,,,,,,,
8,5,0,0,1941,,,,,,,,,
9,3,1,0,1941,,,,,,,,,
0,2,9,0,1942,,,,,,,,,
1,0,0,9,1942,,,,,,,,,
0,3,7,1,1943,,,,,,,,,
1,1,8,1,1943,,,,,,,,,
0,4,5,2,1944,,,,,,,,,
1,2,6,2,1944,,,,,,,,,
2,0,7,2,1944,,,,,,,,,
0,5,3,3,1945,,,,,,,,,
1,3,4,3,1945,,,,,,,,,
2,1,5,3,1945,,,,,,,,,
0,6,1,4,1946,,,,,,,,,
1,4,2,4,1946,,,,,,,,,
2,2,3,4,1946,,,,,,,,,
3,0,4,4,1946,,,,,,,,,
1,5,0,5,1947,,,,,,,,,
2,3,1,5,1947,,,,,,,,,
3,1,2,5,1947,,,,,,,,,
3,2,0,6,1948,,,,,,,,,
4,0,1,6,1948,,,,,,,,,
1,9,2,0,1951,,,,,,,,,
2,7,3,0,1951,,,,,,,,,
3,5,4,0,1951,,,,,,,,,
4,3,5,0,1951,,,,,,,,,
5,1,6,0,1951,,,,,,,,,
2,8,1,1,1952,,,,,,,,,
3,6,2,1,1952,,,,,,,,,
4,4,3,1,1952,,,,,,,,,
5,2,4,1,1952,,,,,,,,,
6,0,5,1,1952,,,,,,,,,
3,7,0,2,1953,,,,,,,,,
4,5,1,2,1953,,,,,,,,,
5,3,2,2,1953,,,,,,,,,
6,1,3,2,1953,,,,,,,,,
5,4,0,3,1954,,,,,,,,,
6,2,1,3,1954,,,,,,,,,
7,0,2,3,1954,,,,,,,,,
7,1,0,4,1955,,,,,,,,,
0,0,2,8,1960,,,,,,,,,
7,6,0,0,1960,,,,,,,,,
8,4,1,0,1960,,,,,,,,,
9,2,2,0,1960,,,,,,,,,
0,1,0,9,1961,,,,,,,,,
9,3,0,1,1961,,,,,,,,,
0,2,8,1,1962,,,,,,,,,
1,0,9,1,1962,,,,,,,,,
0,3,6,2,1963,,,,,,,,,
1,1,7,2,1963,,,,,,,,,
0,4,4,3,1964,,,,,,,,,
1,2,5,3,1964,,,,,,,,,
2,0,6,3,1964,,,,,,,,,
0,5,2,4,1965,,,,,,,,,
1,3,3,4,1965,,,,,,,,,
2,1,4,4,1965,,,,,,,,,
0,6,0,5,1966,,,,,,,,,
1,4,1,5,1966,,,,,,,,,
2,2,2,5,1966,,,,,,,,,
3,0,3,5,1966,,,,,,,,,
2,3,0,6,1967,,,,,,,,,
3,1,1,6,1967,,,,,,,,,
4,0,0,7,1968,,,,,,,,,
1,8,3,0,1970,,,,,,,,,
2,6,4,0,1970,,,,,,,,,
3,4,5,0,1970,,,,,,,,,
4,2,6,0,1970,,,,,,,,,
5,0,7,0,1970,,,,,,,,,
1,9,1,1,1971,,,,,,,,,
2,7,2,1,1971,,,,,,,,,
3,5,3,1,1971,,,,,,,,,
4,3,4,1,1971,,,,,,,,,
5,1,5,1,1971,,,,,,,,,
2,8,0,2,1972,,,,,,,,,
3,6,1,2,1972,,,,,,,,,
4,4,2,2,1972,,,,,,,,,
5,2,3,2,1972,,,,,,,,,
6,0,4,2,1972,,,,,,,,,
4,5,0,3,1973,,,,,,,,,
5,3,1,3,1973,,,,,,,,,
6,1,2,3,1973,,,,,,,,,
6,2,0,4,1974,,,,,,,,,
7,0,1,4,1974,,,,,,,,,
6,7,0,0,1979,,,,,,,,,
7,5,1,0,1979,,,,,,,,,
