"2m","2mp","4m","6m","mm"
2,1,2,1,2,699
2,5,0,0,1,699
3,0,6,1,0,699
4,1,1,2,1,699
6,1,0,3,0,699
9,0,3,0,0,699
0,0,6,0,2,700
1,1,1,1,3,700
1,1,1,5,0,700
2,0,5,1,1,700
2,4,3,0,0,700
3,1,0,2,2,700
4,0,4,2,0,700
8,0,2,0,1,700
0,1,0,1,4,701
0,1,0,5,1,701
1,0,4,1,2,701
1,4,2,0,1,701
3,0,3,2,1,701
3,4,1,1,0,701
5,0,2,3,0,701
7,0,1,0,2,701
9,0,0,1,1,701
0,0,3,1,3,702
0,0,3,5,0,702
0,4,1,0,2,702
1,3,5,0,0,702
2,0,2,2,2,702
2,4,0,1,1,702
4,0,1,3,1,702
6,0,0,0,3,702
6,0,0,4,0,702
0,3,4,0,1,703
1,0,1,2,3,703
1,0,1,6,0,703
2,3,3,1,0,703
3,0,0,3,2,703
8,3,0,0,0,703
0,0,0,2,4,704
0,0,0,6,1,704
0,2,7,0,0,704
1,3,2,1,1,704
1,7,0,0,0,704
3,3,1,2,0,704
0,3,1,1,2,705
1,2,5,1,0,705
2,3,0,2,1,705
7,2,2,0,0,705
0,2,4,1,1,706
0,6,2,0,0,706
2,2,3,2,0,706
6,2,1,0,1,706
8,2,0,1,0,706
0,1,7,1,0,707
1,2,2,2,1,707
1,6,0,1,0,707
3,2,1,3,0,707
5,2,0,0,2,707
6,1,4,0,0,707
0,2,1,2,2,708
1,1,5,2,0,708
2,2,0,3,1,708
5,1,3,0,1,708
7,1,2,1,0,708
0,1,4,2,1,709
0,5,2,1,0,709
2,1,3,3,0,709
4,1,2,0,2,709
5,0,6,0,0,709
6,1,1,1,1,709
8,1,0,2,0,709
0,0,7,2,0,710
1,1,2,3,1,710
1,5,0,2,0,710
3,1,1,0,3,710
3,1,1,4,0,710
4,0,5,0,1,710
5,1,0,1,2,710
6,0,4,1,0,710
0,1,1,3,2,711
1,0,5,3,0,711
2,1,0,0,4,711
2,1,0,4,1,711
3,0,4,0,2,711
5,0,3,1,1,711
5,4,1,0,0,711
7,0,2,2,0,711
0,0,4,3,1,712
0,4,2,2,0,712
2,0,3,0,3,712
2,0,3,4,0,712
4,0,2,1,2,712
4,4,0,0,1,712
6,0,1,2,1,712
8,0,0,3,0,712
1,0,2,0,4,713
1,0,2,4,1,713
1,4,0,3,0,713
3,0,1,1,3,713
3,0,1,5,0,713
4,3,3,0,0,713
5,0,0,2,2,713
0,0,1,0,5,714
0,0,1,4,2,714
2,0,0,1,4,714
2,0,0,5,1,714
3,3,2,0,1,714
5,3,1,1,0,714
0,3,2,3,0,715
2,3,1,0,2,715
3,2,5,0,0,715
4,3,0,1,1,715
1,3,0,0,3,716
1,3,0,4,0,716
2,2,4,0,1,716
4,2,3,1,0,716
1,2,3,0,2,717
2,1,7,0,0,717
3,2,2,1,1,717
3,6,0,0,0,717
5,2,1,2,0,717
0,2,2,0,3,718
0,2,2,4,0,718
1,1,6,0,1,718
2,2,1,1,2,718
3,1,5,1,0,718
4,2,0,2,1,718
9,1,2,0,0,718
0,1,5,0,2,719
1,0,9,0,0,719
1,2,0,1,3,719
1,2,0,5,0,719
2,1,4,1,1,719
2,5,2,0,0,719
4,1,3,2,0,719
8,1,1,0,1,719
0,0,8,0,1,720
1,1,3,1,2,720
1,5,1,0,1,720
2,0,7,1,0,720
3,1,2,2,1,720
3,5,0,1,0,720
5,1,1,3,0,720
7,1,0,0,2,720
8,0,4,0,0,720
0,1,2,1,3,721
0,1,2,5,0,721
0,5,0,0,2,721
1,0,6,1,1,721
1,4,4,0,0,721
2,1,1,2,2,721
3,0,5,2,0,721
4,1,0,3,1,721
7,0,3,0,1,721
9,0,2,1,0,721
0,0,5,1,2,722
0,4,3,0,1,722
1,1,0,2,3,722
1,1,0,6,0,722
2,0,4,2,1,722
2,4,2,1,0,722
4,0,3,3,0,722
6,0,2,0,2,722
8,0,1,1,1,722
0,3,6,0,0,723
1,0,3,2,2,723
1,4,1,1,1,723
3,0,2,3,1,723
3,4,0,2,0,723
5,0,1,0,3,723
5,0,1,4,0,723
7,0,0,1,2,723
0,0,2,2,3,724
0,0,2,6,0,724
0,4,0,1,2,724
1,3,4,1,0,724
2,0,1,3,2,724
4,0,0,0,4,724
4,0,0,4,1,724
7,3,1,0,0,724
0,3,3,1,1,725
0,7,1,0,0,725
1,0,0,3,3,725
1,0,0,7,0,725
2,3,2,2,0,725
6,3,0,0,1,725
0,2,6,1,0,726
1,3,1,2,1,726
3,3,0,3,0,726
6,2,3,0,0,726
0,3,0,2,2,727
1,2,4,2,0,727
5,2,2,0,1,727
7,2,1,1,0,727
0,2,3,2,1,728
0,6,1,1,0,728
2,2,2,3,0,728
4,2,1,0,2,728
5,1,5,0,0,728
6,2,0,1,1,728
0,1,6,2,0,729
1,2,1,3,1,729
3,2,0,0,3,729
3,2,0,4,0,729
4,1,4,0,1,729
6,1,3,1,0,729
0,2,0,3,2,730
1,1,4,3,0,730
3,1,3,0,2,730
4,0,7,0,0,730
5,1,2,1,1,730
5,5,0,0,0,730
7,1,1,2,0,730
0,1,3,3,1,731
0,5,1,2,0,731
2,1,2,0,3,731
2,1,2,4,0,731
3,0,6,0,1,731
4,1,1,1,2,731
5,0,5,1,0,731
6,1,0,2,1,731
0,0,6,3,0,732
1,1,1,0,4,732
1,1,1,4,1,732
2,0,5,0,2,732
3,1,0,1,3,732
3,1,0,5,0,732
4,0,4,1,1,732
4,4,2,0,0,732
6,0,3,2,0,732
0,1,0,0,5,733
0,1,0,4,2,733
1,0,4,0,3,733
1,0,4,4,0,733
3,0,3,1,2,733
3,4,1,0,1,733
5,0,2,2,1,733
5,4,0,1,0,733
7,0,1,3,0,733
9,0,0,0,2,733
0,0,3,0,4,734
0,0,3,4,1,734
0,4,1,3,0,734
2,0,2,1,3,734
2,0,2,5,0,734
2,4,0,0,2,734
3,3,4,0,0,734
4,0,1,2,2,734
6,0,0,3,1,734
1,0,1,1,4,735
1,0,1,5,1,735
2,3,3,0,1,735
3,0,0,2,3,735
3,0,0,6,0,735
4,3,2,1,0,735
0,0,0,1,5,736
0,0,0,5,2,736
1,3,2,0,2,736
2,2,6,0,0,736
3,3,1,1,1,736
5,3,0,2,0,736
0,3,1,0,3,737
0,3,1,4,0,737
1,2,5,0,1,737
2,3,0,1,2,737
3,2,4,1,0,737
9,2,1,0,0,737
0,2,4,0,2,738
1,1,8,0,0,738
2,2,3,1,1,738
2,6,1,0,0,738
4,2,2,2,0,738
8,2,0,0,1,738
0,1,7,0,1,739
1,2,2,1,2,739
1,6,0,0,1,739
2,1,6,1,0,739
3,2,1,2,1,739
5,2,0,3,0,739
8,1,3,0,0,739
0,2,1,1,3,740
0,2,1,5,0,740
1,1,5,1,1,740
1,5,3,0,0,740
2,2,0,2,2,740
3,1,4,2,0,740
7,1,2,0,1,740
9,1,1,1,0,740
0,1,4,1,2,741
0,5,2,0,1,741
1,0,8,1,0,741
2,1,3,2,1,741
2,5,1,1,0,741
4,1,2,3,0,741
6,1,1,0,2,741
7,0,5,0,0,741
8,1,0,1,1,741
0,0,7,1,1,742
0,4,5,0,0,742
1,1,2,2,2,742
1,5,0,1,1,742
2,0,6,2,0,742
3,1,1,3,1,742
5,1,0,0,3,742
5,1,0,4,0,742
6,0,4,0,1,742
8,0,3,1,0,742
0,1,1,2,3,743
0,1,1,6,0,743
1,0,5,2,1,743
1,4,3,1,0,743
2,1,0,3,2,743
3,0,4,3,0,743
5,0,3,0,2,743
7,0,2,1,1,743
7,4,0,0,0,743
9,0,1,2,0,743
0,0,4,2,2,744
0,4,2,1,1,744
0,8,0,0,0,744
2,0,3,3,1,744
2,4,1,2,0,744
4,0,2,0,3,744
4,0,2,4,0,744
6,0,1,1,2,744
8,0,0,2,1,744
0,3,5,1,0,745
1,0,2,3,2,745
1,4,0,2,1,745
3,0,1,0,4,745
3,0,1,4,1,745
5,0,0,1,3,745
5,0,0,5,0,745
6,3,2,0,0,745
0,0,1,3,3,746
0,0,1,7,0,746
1,3,3,2,0,746
2,0,0,0,5,746
2,0,0,4,2,746
5,3,1,0,1,746
7,3,0,1,0,746
0,3,2,2,1,747
0,7,0,1,0,747
2,3,1,3,0,747
4,3,0,0,2,747
5,2,4,0,0,747
0,2,5,2,0,748
1,3,0,3,1,748
4,2,3,0,1,748
6,2,2,1,0,748
1,2,3,3,0,749
3,2,2,0,2,749
4,1,6,0,0,749
5,2,1,1,1,749
7,2,0,2,0,749
0,2,2,3,1,750
0,6,0,2,0,750
2,2,1,0,3,750
2,2,1,4,0,750
3,1,5,0,1,750
4,2,0,1,2,750
5,1,4,1,0,750
0,1,5,3,0,751
1,2,0,0,4,751
1,2,0,4,1,751
2,1,4,0,2,751
3,0,8,0,0,751
4,1,3,1,1,751
4,5,1,0,0,751
6,1,2,2,0,751
1,1,3,0,3,752
1,1,3,4,0,752
2,0,7,0,1,752
3,1,2,1,2,752
3,5,0,0,1,752
4,0,6,1,0,752
5,1,1,2,1,752
7,1,0,3,0,752
0,1,2,0,4,753
0,1,2,4,1,753
0,5,0,3,0,753
1,0,6,0,2,753
2,1,1,1,3,753
2,1,1,5,0,753
3,0,5,1,1,753
3,4,3,0,0,753
4,1,0,2,2,753
5,0,4,2,0,753
9,0,2,0,1,753
0,0,5,0,3,754
0,0,5,4,0,754
1,1,0,1,4,754
1,1,0,5,1,754
2,0,4,1,2,754
2,4,2,0,1,754
4,0,3,2,1,754
4,4,1,1,0,754
6,0,2,3,0,754
8,0,1,0,2,754
1,0,3,1,3,755
1,0,3,5,0,755
1,4,1,0,2,755
2,3,5,0,0,755
3,0,2,2,2,755
3,4,0,1,1,755
5,0,1,3,1,755
7,0,0,0,3,755
7,0,0,4,0,755
0,0,2,1,4,756
0,0,2,5,1,756
0,4,0,0,3,756
0,4,0,4,0,756
1,3,4,0,1,756
2,0,1,2,3,756
2,0,1,6,0,756
3,3,3,1,0,756
4,0,0,3,2,756
9,3,0,0,0,756
0,3,3,0,2,757
1,0,0,2,4,757
1,0,0,6,1,757
1,2,7,0,0,757
2,3,2,1,1,757
2,7,0,0,0,757
4,3,1,2,0,757
0,2,6,0,1,758
1,3,1,1,2,758
2,2,5,1,0,758
3,3,0,2,1,758
8,2,2,0,0,758
0,1,9,0,0,759
0,3,0,1,3,759
0,3,0,5,0,759
1,2,4,1,1,759
1,6,2,0,0,759
3,2,3,2,0,759
7,2,1,0,1,759
9,2,0,1,0,759
0,2,3,1,2,760
0,6,1,0,1,760
1,1,7,1,0,760
2,2,2,2,1,760
2,6,0,1,0,760
4,2,1,3,0,760
6,2,0,0,2,760
7,1,4,0,0,760
0,1,6,1,1,761
0,5,4,0,0,761
1,2,1,2,2,761
2,1,5,2,0,761
3,2,0,3,1,761
6,1,3,0,1,761
8,1,2,1,0,761
0,0,9,1,0,762
0,2,0,2,3,762
0,2,0,6,0,762
1,1,4,2,1,762
1,5,2,1,0,762
3,1,3,3,0,762
5,1,2,0,2,762
6,0,6,0,0,762
7,1,1,1,1,762
9,1,0,2,0,762
0,1,3,2,2,763
0,5,1,1,1,763
1,0,7,2,0,763
2,1,2,3,1,763
2,5,0,2,0,763
4,1,1,0,3,763
4,1,1,4,0,763
5,0,5,0,1,763
6,1,0,1,2,763
7,0,4,1,0,763
0,0,6,2,1,764
0,4,4,1,0,764
1,1,1,3,2,764
2,0,5,3,0,764
3,1,0,0,4,764
3,1,0,4,1,764
4,0,4,0,2,764
6,0,3,1,1,764
6,4,1,0,0,764
8,0,2,2,0,764
0,1,0,3,3,765
0,1,0,7,0,765
1,0,4,3,1,765
1,4,2,2,0,765
3,0,3,0,3,765
3,0,3,4,0,765
5,0,2,1,2,765
5,4,0,0,1,765
7,0,1,2,1,765
9,0,0,3,0,765
0,0,3,3,2,766
0,4,1,2,1,766
2,0,2,0,4,766
2,0,2,4,1,766
2,4,0,3,0,766
4,0,1,1,3,766
4,0,1,5,0,766
5,3,3,0,0,766
6,0,0,2,2,766
0,3,4,2,0,767
1,0,1,0,5,767
1,0,1,4,2,767
3,0,0,1,4,767
3,0,0,5,1,767
4,3,2,0,1,767
6,3,1,1,0,767
0,0,0,0,6,768
0,0,0,4,3,768
0,0,0,8,0,768
1,3,2,3,0,768
3,3,1,0,2,768
4,2,5,0,0,768
5,3,0,1,1,768
0,3,1,3,1,769
2,3,0,0,3,769
2,3,0,4,0,769
3,2,4,0,1,769
5,2,3,1,0,769
0,2,4,3,0,770
2,2,3,0,2,770
3,1,7,0,0,770
4,2,2,1,1,770
4,6,0,0,0,770
6,2,1,2,0,770
1,2,2,0,3,771
1,2,2,4,0,771
2,1,6,0,1,771
3,2,1,1,2,771
4,1,5,1,0,771
5,2,0,2,1,771
0,2,1,0,4,772
0,2,1,4,1,772
1,1,5,0,2,772
2,0,9,0,0,772
2,2,0,1,3,772
2,2,0,5,0,772
3,1,4,1,1,772
3,5,2,0,0,772
5,1,3,2,0,772
9,1,1,0,1,772
0,1,4,0,3,773
0,1,4,4,0,773
1,0,8,0,1,773
2,1,3,1,2,773
2,5,1,0,1,773
3,0,7,1,0,773
4,1,2,2,1,773
4,5,0,1,0,773
6,1,1,3,0,773
8,1,0,0,2,773
9,0,4,0,0,773
0,0,7,0,2,774
1,1,2,1,3,774
1,1,2,5,0,774
1,5,0,0,2,774
2,0,6,1,1,774
2,4,4,0,0,774
3,1,1,2,2,774
4,0,5,2,0,774
5,1,0,3,1,774
8,0,3,0,1,774
0,1,1,1,4,775
0,1,1,5,1,775
1,0,5,1,2,775
1,4,3,0,1,775
2,1,0,2,3,775
2,1,0,6,0,775
3,0,4,2,1,775
3,4,2,1,0,775
5,0,3,3,0,775
7,0,2,0,2,775
9,0,1,1,1,775
0,0,4,1,3,776
0,0,4,5,0,776
0,4,2,0,2,776
1,3,6,0,0,776
2,0,3,2,2,776
2,4,1,1,1,776
4,0,2,3,1,776
4,4,0,2,0,776
6,0,1,0,3,776
6,0,1,4,0,776
8,0,0,1,2,776
0,3,5,0,1,777
1,0,2,2,3,777
1,0,2,6,0,777
1,4,0,1,2,777
2,3,4,1,0,777
3,0,1,3,2,777
5,0,0,0,4,777
5,0,0,4,1,777
8,3,1,0,0,777
0,0,1,2,4,778
0,0,1,6,1,778
0,2,8,0,0,778
1,3,3,1,1,778
1,7,1,0,0,778
2,0,0,3,3,778
2,0,0,7,0,778
3,3,2,2,0,778
7,3,0,0,1,778
0,3,2,1,2,779
0,7,0,0,1,779
1,2,6,1,0,779
2,3,1,2,1,779
4,3,0,3,0,779
7,2,3,0,0,779
0,2,5,1,1,780
0,6,3,0,0,780
1,3,0,2,2,780
2,2,4,2,0,780
6,2,2,0,1,780
8,2,1,1,0,780
0,1,8,1,0,781
1,2,3,2,1,781
1,6,1,1,0,781
3,2,2,3,0,781
5,2,1,0,2,781
6,1,5,0,0,781
7,2,0,1,1,781
0,2,2,2,2,782
0,6,0,1,1,782
1,1,6,2,0,782
2,2,1,3,1,782
4,2,0,0,3,782
4,2,0,4,0,782
5,1,4,0,1,782
7,1,3,1,0,782
0,1,5,2,1,783
0,5,3,1,0,783
1,2,0,3,2,783
2,1,4,3,0,783
4,1,3,0,2,783
5,0,7,0,0,783
6,1,2,1,1,783
6,5,0,0,0,783
8,1,1,2,0,783
0,0,8,2,0,784
1,1,3,3,1,784
1,5,1,2,0,784
3,1,2,0,3,784
3,1,2,4,0,784
4,0,6,0,1,784
5,1,1,1,2,784
6,0,5,1,0,784
7,1,0,2,1,784
0,1,2,3,2,785
0,5,0,2,1,785
1,0,6,3,0,785
2,1,1,0,4,785
2,1,1,4,1,785
3,0,5,0,2,785
4,1,0,1,3,785
4,1,0,5,0,785
5,0,4,1,1,785
5,4,2,0,0,785
7,0,3,2,0,785
0,0,5,3,1,786
0,4,3,2,0,786
1,1,0,0,5,786
1,1,0,4,2,786
2,0,4,0,3,786
2,0,4,4,0,786
4,0,3,1,2,786
4,4,1,0,1,786
6,0,2,2,1,786
6,4,0,1,0,786
8,0,1,3,0,786
1,0,3,0,4,787
1,0,3,4,1,787
1,4,1,3,0,787
3,0,2,1,3,787
3,0,2,5,0,787
3,4,0,0,2,787
4,3,4,0,0,787
5,0,1,2,2,787
7,0,0,3,1,787
0,0,2,0,5,788
0,0,2,4,2,788
0,4,0,3,1,788
2,0,1,1,4,788
2,0,1,5,1,788
3,3,3,0,1,788
4,0,0,2,3,788
4,0,0,6,0,788
5,3,2,1,0,788
0,3,3,3,0,789
1,0,0,1,5,789
1,0,0,5,2,789
2,3,2,0,2,789
3,2,6,0,0,789
4,3,1,1,1,789
6,3,0,2,0,789
1,3,1,0,3,790
1,3,1,4,0,790
2,2,5,0,1,790
3,3,0,1,2,790
4,2,4,1,0,790
0,3,0,0,4,791
0,3,0,4,1,791
1,2,4,0,2,791
2,1,8,0,0,791
3,2,3,1,1,791
3,6,1,0,0,791
5,2,2,2,0,791
9,2,0,0,1,791
0,2,3,0,3,792
0,2,3,4,0,792
1,1,7,0,1,792
2,2,2,1,2,792
2,6,0,0,1,792
3,1,6,1,0,792
4,2,1,2,1,792
6,2,0,3,0,792
9,1,3,0,0,792
0,1,6,0,2,793
1,2,1,1,3,793
1,2,1,5,0,793
2,1,5,1,1,793
2,5,3,0,0,793
3,2,0,2,2,793
4,1,4,2,0,793
8,1,2,0,1,793
0,0,9,0,1,794
0,2,0,1,4,794
0,2,0,5,1,794
1,1,4,1,2,794
1,5,2,0,1,794
2,0,8,1,0,794
3,1,3,2,1,794
3,5,1,1,0,794
5,1,2,3,0,794
7,1,1,0,2,794
8,0,5,0,0,794
9,1,0,1,1,794
0,1,3,1,3,795
0,1,3,5,0,795
0,5,1,0,2,795
1,0,7,1,1,795
1,4,5,0,0,795
2,1,2,2,2,795
2,5,0,1,1,795
3,0,6,2,0,795
4,1,1,3,1,795
6,1,0,0,3,795
6,1,0,4,0,795
7,0,4,0,1,795
9,0,3,1,0,795
0,0,6,1,2,796
0,4,4,0,1,796
1,1,1,2,3,796
1,1,1,6,0,796
2,0,5,2,1,796
2,4,3,1,0,796
3,1,0,3,2,796
4,0,4,3,0,796
6,0,3,0,2,796
8,0,2,1,1,796
8,4,0,0,0,796
0,1,0,2,4,797
0,1,0,6,1,797
0,3,7,0,0,797
1,0,4,2,2,797
1,4,2,1,1,797
1,8,0,0,0,797
3,0,3,3,1,797
3,4,1,2,0,797
5,0,2,0,3,797
5,0,2,4,0,797
7,0,1,1,2,797
9,0,0,2,1,797
0,0,3,2,3,798
0,0,3,6,0,798
0,4,1,1,2,798
1,3,5,1,0,798
2,0,2,3,2,798
2,4,0,2,1,798
4,0,1,0,4,798
4,0,1,4,1,798
6,0,0,1,3,798
6,0,0,5,0,798
7,3,2,0,0,798
0,3,4,1,1,799
0,7,2,0,0,799
1,0,1,3,3,799
1,0,1,7,0,799
2,3,3,2,0,799
3,0,0,0,5,799
3,0,0,4,2,799
6,3,1,0,1,799
8,3,0,1,0,799
0,0,0,3,4,800
0,0,0,7,1,800
0,2,7,1,0,800
1,3,2,2,1,800
1,7,0,1,0,800
3,3,1,3,0,800
5,3,0,0,2,800
6,2,4,0,0,800
0,3,1,2,2,801
1,2,5,2,0,801
2,3,0,3,1,801
5,2,3,0,1,801
7,2,2,1,0,801
0,2,4,2,1,802
0,6,2,1,0,802
2,2,3,3,0,802
4,2,2,0,2,802
5,1,6,0,0,802
6,2,1,1,1,802
8,2,0,2,0,802
0,1,7,2,0,803
1,2,2,3,1,803
1,6,0,2,0,803
3,2,1,0,3,803
3,2,1,4,0,803
4,1,5,0,1,803
5,2,0,1,2,803
6,1,4,1,0,803
0,2,1,3,2,804
1,1,5,3,0,804
2,2,0,0,4,804
2,2,0,4,1,804
3,1,4,0,2,804
4,0,8,0,0,804
5,1,3,1,1,804
5,5,1,0,0,804
7,1,2,2,0,804
0,1,4,3,1,805
0,5,2,2,0,805
2,1,3,0,3,805
2,1,3,4,0,805
3,0,7,0,1,805
4,1,2,1,2,805
4,5,0,0,1,805
5,0,6,1,0,805
6,1,1,2,1,805
8,1,0,3,0,805
0,0,7,3,0,806
1,1,2,0,4,806
1,1,2,4,1,806
1,5,0,3,0,806
2,0,6,0,2,806
3,1,1,1,3,806
3,1,1,5,0,806
4,0,5,1,1,806
4,4,3,0,0,806
5,1,0,2,2,806
6,0,4,2,0,806
0,1,1,0,5,807
0,1,1,4,2,807
1,0,5,0,3,807
1,0,5,4,0,807
2,1,0,1,4,807
2,1,0,5,1,807
3,0,4,1,2,807
3,4,2,0,1,807
5,0,3,2,1,807
5,4,1,1,0,807
7,0,2,3,0,807
9,0,1,0,2,807
0,0,4,0,4,808
0,0,4,4,1,808
0,4,2,3,0,808
2,0,3,1,3,808
2,0,3,5,0,808
2,4,1,0,2,808
3,3,5,0,0,808
4,0,2,2,2,808
4,4,0,1,1,808
6,0,1,3,1,808
8,0,0,0,3,808
8,0,0,4,0,808
1,0,2,1,4,809
1,0,2,5,1,809
1,4,0,0,3,809
1,4,0,4,0,809
2,3,4,0,1,809
3,0,1,2,3,809
3,0,1,6,0,809
4,3,3,1,0,809
5,0,0,3,2,809
0,0,1,1,5,810
0,0,1,5,2,810
1,3,3,0,2,810
2,0,0,2,4,810
2,0,0,6,1,810
2,2,7,0,0,810
3,3,2,1,1,810
3,7,0,0,0,810
5,3,1,2,0,810
0,3,2,0,3,811
0,3,2,4,0,811
1,2,6,0,1,811
2,3,1,1,2,811
3,2,5,1,0,811
4,3,0,2,1,811
9,2,2,0,0,811
0,2,5,0,2,812
1,1,9,0,0,812
1,3,0,1,3,812
1,3,0,5,0,812
2,2,4,1,1,812
2,6,2,0,0,812
4,2,3,2,0,812
8,2,1,0,1,812
0,1,8,0,1,813
1,2,3,1,2,813
1,6,1,0,1,813
2,1,7,1,0,813
3,2,2,2,1,813
3,6,0,1,0,813
5,2,1,3,0,813
7,2,0,0,2,813
8,1,4,0,0,813
0,2,2,1,3,814
0,2,2,5,0,814
0,6,0,0,2,814
1,1,6,1,1,814
1,5,4,0,0,814
2,2,1,2,2,814
3,1,5,2,0,814
4,2,0,3,1,814
7,1,3,0,1,814
9,1,2,1,0,814
0,1,5,1,2,815
0,5,3,0,1,815
1,0,9,1,0,815
1,2,0,2,3,815
1,2,0,6,0,815
2,1,4,2,1,815
2,5,2,1,0,815
4,1,3,3,0,815
6,1,2,0,2,815
7,0,6,0,0,815
8,1,1,1,1,815
0,0,8,1,1,816
0,4,6,0,0,816
1,1,3,2,2,816
1,5,1,1,1,816
2,0,7,2,0,816
3,1,2,3,1,816
3,5,0,2,0,816
5,1,1,0,3,816
5,1,1,4,0,816
6,0,5,0,1,816
7,1,0,1,2,816
8,0,4,1,0,816
0,1,2,2,3,817
0,1,2,6,0,817
0,5,0,1,2,817
1,0,6,2,1,817
1,4,4,1,0,817
2,1,1,3,2,817
3,0,5,3,0,817
4,1,0,0,4,817
4,1,0,4,1,817
5,0,4,0,2,817
7,0,3,1,1,817
7,4,1,0,0,817
9,0,2,2,0,817
0,0,5,2,2,818
0,4,3,1,1,818
0,8,1,0,0,818
1,1,0,3,3,818
1,1,0,7,0,818
2,0,4,3,1,818
2,4,2,2,0,818
4,0,3,0,3,818
4,0,3,4,0,818
6,0,2,1,2,818
6,4,0,0,1,818
8,0,1,2,1,818
0,3,6,1,0,819
1,0,3,3,2,819
1,4,1,2,1,819
3,0,2,0,4,819
3,0,2,4,1,819
3,4,0,3,0,819
5,0,1,1,3,819
5,0,1,5,0,819
6,3,3,0,0,819
7,0,0,2,2,819
0,0,2,3,3,820
0,0,2,7,0,820
0,4,0,2,2,820
1,3,4,2,0,820
2,0,1,0,5,820
2,0,1,4,2,820
4,0,0,1,4,820
4,0,0,5,1,820
5,3,2,0,1,820
7,3,1,1,0,820
0,3,3,2,1,821
0,7,1,1,0,821
1,0,0,0,6,821
1,0,0,4,3,821
1,0,0,8,0,821
2,3,2,3,0,821
4,3,1,0,2,821
5,2,5,0,0,821
6,3,0,1,1,821
0,2,6,2,0,822
1,3,1,3,1,822
3,3,0,0,3,822
3,3,0,4,0,822
4,2,4,0,1,822
6,2,3,1,0,822
0,3,0,3,2,823
1,2,4,3,0,823
3,2,3,0,2,823
4,1,7,0,0,823
5,2,2,1,1,823
5,6,0,0,0,823
7,2,1,2,0,823
0,2,3,3,1,824
0,6,1,2,0,824
2,2,2,0,3,824
2,2,2,4,0,824
3,1,6,0,1,824
4,2,1,1,2,824
5,1,5,1,0,824
6,2,0,2,1,824
0,1,6,3,0,825
1,2,1,0,4,825
1,2,1,4,1,825
2,1,5,0,2,825
3,0,9,0,0,825
3,2,0,1,3,825
3,2,0,5,0,825
4,1,4,1,1,825
4,5,2,0,0,825
6,1,3,2,0,825
0,2,0,0,5,826
0,2,0,4,2,826
1,1,4,0,3,826
1,1,4,4,0,826
2,0,8,0,1,826
3,1,3,1,2,826
3,5,1,0,1,826
4,0,7,1,0,826
5,1,2,2,1,826
5,5,0,1,0,826
7,1,1,3,0,826
9,1,0,0,2,826
0,1,3,0,4,827
0,1,3,4,1,827
0,5,1,3,0,827
1,0,7,0,2,827
2,1,2,1,3,827
2,1,2,5,0,827
2,5,0,0,2,827
3,0,6,1,1,827
3,4,4,0,0,827
4,1,1,2,2,827
5,0,5,2,0,827
6,1,0,3,1,827
9,0,3,0,1,827
0,0,6,0,3,828
0,0,6,4,0,828
1,1,1,1,4,828
1,1,1,5,1,828
2,0,5,1,2,828
2,4,3,0,1,828
3,1,0,2,3,828
3,1,0,6,0,828
4,0,4,2,1,828
4,4,2,1,0,828
6,0,3,3,0,828
8,0,2,0,2,828
0,1,0,1,5,829
0,1,0,5,2,829
1,0,4,1,3,829
1,0,4,5,0,829
1,4,2,0,2,829
2,3,6,0,0,829
3,0,3,2,2,829
3,4,1,1,1,829
5,0,2,3,1,829
5,4,0,2,0,829
7,0,1,0,3,829
7,0,1,4,0,829
9,0,0,1,2,829
0,0,3,1,4,830
0,0,3,5,1,830
0,4,1,0,3,830
0,4,1,4,0,830
1,3,5,0,1,830
2,0,2,2,3,830
2,0,2,6,0,830
2,4,0,1,2,830
3,3,4,1,0,830
4,0,1,3,2,830
6,0,0,0,4,830
6,0,0,4,1,830
9,3,1,0,0,830
0,3,4,0,2,831
1,0,1,2,4,831
1,0,1,6,1,831
1,2,8,0,0,831
2,3,3,1,1,831
2,7,1,0,0,831
3,0,0,3,3,831
3,0,0,7,0,831
4,3,2,2,0,831
8,3,0,0,1,831
0,0,0,2,5,832
0,0,0,6,2,832
0,2,7,0,1,832
1,3,2,1,2,832
1,7,0,0,1,832
2,2,6,1,0,832
3,3,1,2,1,832
5,3,0,3,0,832
8,2,3,0,0,832
0,3,1,1,3,833
0,3,1,5,0,833
1,2,5,1,1,833
1,6,3,0,0,833
2,3,0,2,2,833
3,2,4,2,0,833
7,2,2,0,1,833
9,2,1,1,0,833
0,2,4,1,2,834
0,6,2,0,1,834
1,1,8,1,0,834
2,2,3,2,1,834
2,6,1,1,0,834
4,2,2,3,0,834
6,2,1,0,2,834
7,1,5,0,0,834
8,2,0,1,1,834
0,1,7,1,1,835
0,5,5,0,0,835
1,2,2,2,2,835
1,6,0,1,1,835
2,1,6,2,0,835
3,2,1,3,1,835
5,2,0,0,3,835
5,2,0,4,0,835
6,1,4,0,1,835
8,1,3,1,0,835
0,2,1,2,3,836
0,2,1,6,0,836
1,1,5,2,1,836
1,5,3,1,0,836
2,2,0,3,2,836
3,1,4,3,0,836
5,1,3,0,2,836
6,0,7,0,0,836
7,1,2,1,1,836
7,5,0,0,0,836
9,1,1,2,0,836
0,1,4,2,2,837
0,5,2,1,1,837
0,9,0,0,0,837
1,0,8,2,0,837
2,1,3,3,1,837
2,5,1,2,0,837
4,1,2,0,3,837
4,1,2,4,0,837
5,0,6,0,1,837
