2M,4M,6M,MM,
5,3,3,1,1456
6,2,2,2,1456
7,1,1,3,1456
8,0,0,4,1456
0,1,1,8,1457
1,0,0,9,1457
3,6,3,0,1458
4,5,2,1,1458
5,4,1,2,1458
6,3,0,3,1458
0,2,9,0,1459
1,1,8,1,1459
2,0,7,2,1459
2,8,2,0,1460
3,7,1,1,1460
4,6,0,2,1460
0,3,7,1,1461
1,2,6,2,1461
2,1,5,3,1461
3,0,4,4,1461
2,9,0,1,1462
0,4,5,2,1463
1,3,4,3,1463
2,2,3,4,1463
3,1,2,5,1463
4,0,1,6,1463
9,3,1,0,1464
0,5,3,3,1465
1,4,2,4,1465
2,3,1,5,1465
3,2,0,6,1465
8,5,0,0,1466
5,1,6,0,1467
6,0,5,1,1467
0,6,1,4,1467
1,5,0,5,1467
4,3,5,0,1469
5,2,4,1,1469
6,1,3,2,1469
7,0,2,3,1469
0,0,2,8,1470
3,5,4,0,1471
4,4,3,1,1471
5,3,2,2,1471
6,2,1,3,1471
7,1,0,4,1471
1,0,9,1,1472
0,1,0,9,1472
2,7,3,0,1473
3,6,2,1,1473
4,5,1,2,1473
5,4,0,3,1473
0,2,8,1,1474
1,1,7,2,1474
2,0,6,3,1474
1,9,2,0,1475
2,8,1,1,1475
3,7,0,2,1475
0,3,6,2,1476
1,2,5,3,1476
2,1,4,4,1476
3,0,3,5,1476
9,2,2,0,1477
0,4,4,3,1478
1,3,3,4,1478
2,2,2,5,1478
3,1,1,6,1478
4,0,0,7,1478
8,4,1,0,1479
9,3,0,1,1479
5,0,7,0,1480
0,5,2,4,1480
1,4,1,5,1480
2,3,0,6,1480
7,6,0,0,1481
4,2,6,0,1482
5,1,5,1,1482
6,0,4,2,1482
0,6,0,5,1482
3,4,5,0,1484
4,3,4,1,1484
5,2,3,2,1484
6,1,2,3,1484
7,0,1,4,1484
0,0,1,9,1485
2,6,4,0,1486
3,5,3,1,1486
4,4,2,2,1486
5,3,1,3,1486
6,2,0,4,1486
0,1,9,1,1487
1,0,8,2,1487
1,8,3,0,1488
2,7,2,1,1488
3,6,1,2,1488
4,5,0,3,1488
0,2,7,2,1489
1,1,6,3,1489
2,0,5,4,1489
9,1,3,0,1490
1,9,1,1,1490
2,8,0,2,1490
0,3,5,3,1491
1,2,4,4,1491
2,1,3,5,1491
3,0,2,6,1491
8,3,2,0,1492
9,2,1,1,1492
0,4,3,4,1493
1,3,2,5,1493
2,2,1,6,1493
3,1,0,7,1493
7,5,1,0,1494
8,4,0,1,1494
4,1,7,0,1495
5,0,6,1,1495
0,5,1,5,1495
1,4,0,6,1495
6,7,0,0,1496
3,3,6,0,1497
4,2,5,1,1497
5,1,4,2,1497
6,0,3,3,1497
2,5,5,0,1499
3,4,4,1,1499
4,3,3,2,1499
5,2,2,3,1499
6,1,1,4,1499
7,0,0,5,1499
0,0,0,10,1500
1,7,4,0,1501
2,6,3,1,1501
3,5,2,2,1501
4,4,1,3,1501
5,3,0,4,1501
0,1,8,2,1502
1,0,7,3,1502
0,9,3,0,1503
9,0,4,0,1503
1,8,2,1,1503
2,7,1,2,1503
3,6,0,3,1503
0,2,6,3,1504
1,1,5,4,1504
2,0,4,5,1504
8,2,3,0,1505
9,1,2,1,1505
1,9,0,2,1505
0,3,4,4,1506
1,2,3,5,1506
2,1,2,6,1506
3,0,1,7,1506
7,4,2,0,1507
8,3,1,1,1507
9,2,0,2,1507
4,0,8,0,1508
0,4,2,5,1508
1,3,1,6,1508
2,2,0,7,1508
6,6,1,0,1509
7,5,0,1,1509
3,2,7,0,1510
4,1,6,1,1510
5,0,5,2,1510
0,5,0,6,1510
5,8,0,0,1511
2,4,6,0,1512
3,3,5,1,1512
4,2,4,2,1512
5,1,3,3,1512
6,0,2,4,1512
1,6,5,0,1514
2,5,4,1,1514
3,4,3,2,1514
4,3,2,3,1514
5,2,1,4,1514
6,1,0,5,1514
0,0,9,2,1515
0,8,4,0,1516
1,7,3,1,1516
2,6,2,2,1516
3,5,1,3,1516
4,4,0,4,1516
0,1,7,3,1517
1,0,6,4,1517
8,1,4,0,1518
0,9,2,1,1518
9,0,3,1,1518
1,8,1,2,1518
2,7,0,3,1518
0,2,5,4,1519
1,1,4,5,1519
2,0,3,6,1519
7,3,3,0,1520
8,2,2,1,1520
9,1,1,2,1520
0,3,3,5,1521
1,2,2,6,1521
2,1,1,7,1521
3,0,0,8,1521
6,5,2,0,1522
7,4,1,1,1522
8,3,0,2,1522
3,1,8,0,1523
4,0,7,1,1523
0,4,1,6,1523
1,3,0,7,1523
5,7,1,0,1524
6,6,0,1,1524
2,3,7,0,1525
3,2,6,1,1525
4,1,5,2,1525
5,0,4,3,1525
4,9,0,0,1526
1,5,6,0,1527
2,4,5,1,1527
3,3,4,2,1527
4,2,3,3,1527
5,1,2,4,1527
6,0,1,5,1527
0,7,5,0,1529
1,6,4,1,1529
2,5,3,2,1529
3,4,2,3,1529
4,3,1,4,1529
5,2,0,5,1529
0,0,8,3,1530
8,0,5,0,1531
0,8,3,1,1531
1,7,2,2,1531
2,6,1,3,1531
3,5,0,4,1531
0,1,6,4,1532
1,0,5,5,1532
7,2,4,0,1533
8,1,3,1,1533
0,9,1,2,1533
9,0,2,2,1533
1,8,0,3,1533
0,2,4,5,1534
1,1,3,6,1534
2,0,2,7,1534
6,4,3,0,1535
7,3,2,1,1535
8,2,1,2,1535
9,1,0,3,1535
3,0,9,0,1536
0,3,2,6,1536
1,2,1,7,1536
2,1,0,8,1536
5,6,2,0,1537
6,5,1,1,1537
7,4,0,2,1537
2,2,8,0,1538
3,1,7,1,1538
4,0,6,2,1538
0,4,0,7,1538
4,8,1,0,1539
5,7,0,1,1539
1,4,7,0,1540
2,3,6,1,1540
3,2,5,2,1540
4,1,4,3,1540
5,0,3,4,1540
0,6,6,0,1542
1,5,5,1,1542
2,4,4,2,1542
3,3,3,3,1542
4,2,2,4,1542
5,1,1,5,1542
6,0,0,6,1542
0,7,4,1,1544
1,6,3,2,1544
2,5,2,3,1544
3,4,1,4,1544
4,3,0,5,1544
0,0,7,4,1545
7,1,5,0,1546
8,0,4,1,1546
0,8,2,2,1546
1,7,1,3,1546
2,6,0,4,1546
0,1,5,5,1547
1,0,4,6,1547
6,3,4,0,1548
7,2,3,1,1548
8,1,2,2,1548
0,9,0,3,1548
9,0,1,3,1548
0,2,3,6,1549
1,1,2,7,1549
2,0,1,8,1549
5,5,3,0,1550
6,4,2,1,1550
7,3,1,2,1550
8,2,0,3,1550
2,1,9,0,1551
3,0,8,1,1551
0,3,1,7,1551
1,2,0,8,1551
4,7,2,0,1552
5,6,1,1,1552
6,5,0,2,1552
1,3,8,0,1553
2,2,7,1,1553
3,1,6,2,1553
4,0,5,3,1553
3,9,1,0,1554
4,8,0,1,1554
0,5,7,0,1555
1,4,6,1,1555
2,3,5,2,1555
3,2,4,3,1555
4,1,3,4,1555
5,0,2,5,1555
0,6,5,1,1557
1,5,4,2,1557
2,4,3,3,1557
3,3,2,4,1557
4,2,1,5,1557
5,1,0,6,1557
7,0,6,0,1559
0,7,3,2,1559
1,6,2,3,1559
2,5,1,4,1559
3,4,0,5,1559
0,0,6,5,1560
6,2,5,0,1561
7,1,4,1,1561
8,0,3,2,1561
0,8,1,3,1561
1,7,0,4,1561
0,1,4,6,1562
1,0,3,7,1562
5,4,4,0,1563
6,3,3,1,1563
7,2,2,2,1563
8,1,1,3,1563
9,0,0,4,1563
0,2,2,7,1564
1,1,1,8,1564
2,0,0,9,1564
4,6,3,0,1565
5,5,2,1,1565
6,4,1,2,1565
7,3,0,3,1565
1,2,9,0,1566
2,1,8,1,1566
3,0,7,2,1566
0,3,0,8,1566
3,8,2,0,1567
4,7,1,1,1567
5,6,0,2,1567
0,4,8,0,1568
1,3,7,1,1568
2,2,6,2,1568
3,1,5,3,1568
4,0,4,4,1568
3,9,0,1,1569
0,5,6,1,1570
1,4,5,2,1570
2,3,4,3,1570
3,2,3,4,1570
4,1,2,5,1570
5,0,1,6,1570
0,6,4,2,1572
1,5,3,3,1572
2,4,2,4,1572
3,3,1,5,1572
4,2,0,6,1572
9,5,0,0,1573
6,1,6,0,1574
7,0,5,1,1574
0,7,2,3,1574
1,6,1,4,1574
2,5,0,5,1574
0,0,5,6,1575
5,3,5,0,1576
6,2,4,1,1576
7,1,3,2,1576
8,0,2,3,1576
0,8,0,4,1576
0,1,3,7,1577
1,0,2,8,1577
4,5,4,0,1578
5,4,3,1,1578
6,3,2,2,1578
7,2,1,3,1578
8,1,0,4,1578
2,0,9,1,1579
0,2,1,8,1579
1,1,0,9,1579
3,7,3,0,1580
4,6,2,1,1580
5,5,1,2,1580
6,4,0,3,1580
0,3,9,0,1581
1,2,8,1,1581
2,1,7,2,1581
3,0,6,3,1581
2,9,2,0,1582
3,8,1,1,1582
4,7,0,2,1582
0,4,7,1,1583
1,3,6,2,1583
2,2,5,3,1583
3,1,4,4,1583
4,0,3,5,1583
0,5,5,2,1585
1,4,4,3,1585
2,3,3,4,1585
3,2,2,5,1585
4,1,1,6,1585
5,0,0,7,1585
9,4,1,0,1586
6,0,7,0,1587
0,6,3,3,1587
1,5,2,4,1587
2,4,1,5,1587
3,3,0,6,1587
8,6,0,0,1588
5,2,6,0,1589
6,1,5,1,1589
7,0,4,2,1589
0,7,1,4,1589
1,6,0,5,1589
0,0,4,7,1590
4,4,5,0,1591
5,3,4,1,1591
6,2,3,2,1591
7,1,2,3,1591
8,0,1,4,1591
0,1,2,8,1592
1,0,1,9,1592
3,6,4,0,1593
4,5,3,1,1593
5,4,2,2,1593
6,3,1,3,1593
7,2,0,4,1593
1,1,9,1,1594
2,0,8,2,1594
0,2,0,9,1594
2,8,3,0,1595
3,7,2,1,1595
4,6,1,2,1595
5,5,0,3,1595
0,3,8,1,1596
1,2,7,2,1596
2,1,6,3,1596
3,0,5,4,1596
2,9,1,1,1597
3,8,0,2,1597
0,4,6,2,1598
1,3,5,3,1598
2,2,4,4,1598
3,1,3,5,1598
4,0,2,6,1598
9,3,2,0,1599
0,5,4,3,1600
1,4,3,4,1600
2,3,2,5,1600
3,2,1,6,1600
4,1,0,7,1600
8,5,1,0,1601
9,4,0,1,1601
5,1,7,0,1602
6,0,6,1,1602
0,6,2,4,1602
1,5,1,5,1602
2,4,0,6,1602
7,7,0,0,1603
4,3,6,0,1604
5,2,5,1,1604
6,1,4,2,1604
7,0,3,3,1604
0,7,0,5,1604
0,0,3,8,1605
3,5,5,0,1606
4,4,4,1,1606
5,3,3,2,1606
6,2,2,3,1606
7,1,1,4,1606
8,0,0,5,1606
0,1,1,9,1607
1,0,0,10,1607
2,7,4,0,1608
3,6,3,1,1608
4,5,2,2,1608
5,4,1,3,1608
6,3,0,4,1608
0,2,9,1,1609
1,1,8,2,1609
2,0,7,3,1609
1,9,3,0,1610
2,8,2,1,1610
3,7,1,2,1610
4,6,0,3,1610
0,3,7,2,1611
1,2,6,3,1611
2,1,5,4,1611
3,0,4,5,1611
9,2,3,0,1612
2,9,0,2,1612
0,4,5,3,1613
1,3,4,4,1613
2,2,3,5,1613
3,1,2,6,1613
4,0,1,7,1613
8,4,2,0,1614
9,3,1,1,1614
5,0,8,0,1615
0,5,3,4,1615
1,4,2,5,1615
2,3,1,6,1615
3,2,0,7,1615
7,6,1,0,1616
8,5,0,1,1616
4,2,7,0,1617
5,1,6,1,1617
6,0,5,2,1617
0,6,1,5,1617
1,5,0,6,1617
6,8,0,0,1618
3,4,6,0,1619
4,3,5,1,1619
5,2,4,2,1619
6,1,3,3,1619
7,0,2,4,1619
0,0,2,9,1620
2,6,5,0,1621
3,5,4,1,1621
4,4,3,2,1621
5,3,2,3,1621
6,2,1,4,1621
7,1,0,5,1621
1,0,9,2,1622
0,1,0,10,1622
1,8,4,0,1623
2,7,3,1,1623
3,6,2,2,1623
4,5,1,3,1623
5,4,0,4,1623
0,2,8,2,1624
1,1,7,3,1624
2,0,6,4,1624
9,1,4,0,1625
1,9,2,1,1625
2,8,1,2,1625
3,7,0,3,1625
0,3,6,3,1626
1,2,5,4,1626
2,1,4,5,1626
3,0,3,6,1626
8,3,3,0,1627
9,2,2,1,1627
0,4,4,4,1628
1,3,3,5,1628
2,2,2,6,1628
3,1,1,7,1628
4,0,0,8,1628
7,5,2,0,1629
8,4,1,1,1629
9,3,0,2,1629
4,1,8,0,1630
5,0,7,1,1630
0,5,2,5,1630
1,4,1,6,1630
2,3,0,7,1630
6,7,1,0,1631
7,6,0,1,1631
3,3,7,0,1632
4,2,6,1,1632
5,1,5,2,1632
6,0,4,3,1632
0,6,0,6,1632
5,9,0,0,1633
2,5,6,0,1634
3,4,5,1,1634
4,3,4,2,1634
5,2,3,3,1634
6,1,2,4,1634
7,0,1,5,1634
0,0,1,10,1635
1,7,5,0,1636
2,6,4,1,1636
3,5,3,2,1636
4,4,2,3,1636
5,3,1,4,1636
6,2,0,5,1636
0,1,9,2,1637
1,0,8,3,1637
0,9,4,0,1638
9,0,5,0,1638
1,8,3,1,1638
2,7,2,2,1638
3,6,1,3,1638
4,5,0,4,1638
0,2,7,3,1639
1,1,6,4,1639
2,0,5,5,1639
8,2,4,0,1640
9,1,3,1,1640
1,9,1,2,1640
2,8,0,3,1640
0,3,5,4,1641
1,2,4,5,1641
2,1,3,6,1641
3,0,2,7,1641
7,4,3,0,1642
8,3,2,1,1642
9,2,1,2,1642
4,0,9,0,1643
0,4,3,5,1643
1,3,2,6,1643
2,2,1,7,1643
3,1,0,8,1643
6,6,2,0,1644
7,5,1,1,1644
8,4,0,2,1644
3,2,8,0,1645
4,1,7,1,1645
5,0,6,2,1645
0,5,1,6,1645
1,4,0,7,1645
5,8,1,0,1646
6,7,0,1,1646
2,4,7,0,1647
3,3,6,1,1647
4,2,5,2,1647
5,1,4,3,1647
6,0,3,4,1647
1,6,6,0,1649
2,5,5,1,1649
3,4,4,2,1649
4,3,3,3,1649
5,2,2,4,1649
6,1,1,5,1649
7,0,0,6,1649
0,8,5,0,1651
1,7,4,1,1651
2,6,3,2,1651
3,5,2,3,1651
4,4,1,4,1651
5,3,0,5,1651
0,1,8,3,1652
1,0,7,4,1652
8,1,5,0,1653
0,9,3,1,1653
9,0,4,1,1653
1,8,2,2,1653
2,7,1,3,1653
3,6,0,4,1653
0,2,6,4,1654
1,1,5,5,1654
2,0,4,6,1654
7,3,4,0,1655
8,2,3,1,1655
9,1,2,2,1655
1,9,0,3,1655
0,3,4,5,1656
1,2,3,6,1656
2,1,2,7,1656
3,0,1,8,1656
6,5,3,0,1657
7,4,2,1,1657
8,3,1,2,1657
9,2,0,3,1657
3,1,9,0,1658
4,0,8,1,1658
0,4,2,6,1658
1,3,1,7,1658
2,2,0,8,1658
5,7,2,0,1659
6,6,1,1,1659
7,5,0,2,1659
2,3,8,0,1660
3,2,7,1,1660
4,1,6,2,1660
5,0,5,3,1660
0,5,0,7,1660
4,9,1,0,1661
5,8,0,1,1661
1,5,7,0,1662
2,4,6,1,1662
3,3,5,2,1662
4,2,4,3,1662
5,1,3,4,1662
6,0,2,5,1662
0,7,6,0,1664
1,6,5,1,1664
2,5,4,2,1664
3,4,3,3,1664
4,3,2,4,1664
5,2,1,5,1664
6,1,0,6,1664
0,0,9,3,1665
8,0,6,0,1666
0,8,4,1,1666
1,7,3,2,1666
2,6,2,3,1666
3,5,1,4,1666
4,4,0,5,1666
0,1,7,4,1667
1,0,6,5,1667
7,2,5,0,1668
8,1,4,1,1668
0,9,2,2,1668
9,0,3,2,1668
1,8,1,3,1668
2,7,0,4,1668
0,2,5,5,1669
1,1,4,6,1669
2,0,3,7,1669
6,4,4,0,1670
7,3,3,1,1670
8,2,2,2,1670
9,1,1,3,1670
0,3,3,6,1671
1,2,2,7,1671
2,1,1,8,1671
3,0,0,9,1671
5,6,3,0,1672
6,5,2,1,1672
7,4,1,2,1672
8,3,0,3,1672
2,2,9,0,1673
3,1,8,1,1673
4,0,7,2,1673
0,4,1,7,1673
1,3,0,8,1673
4,8,2,0,1674
5,7,1,1,1674
6,6,0,2,1674
1,4,8,0,1675
2,3,7,1,1675
3,2,6,2,1675
4,1,5,3,1675
5,0,4,4,1675
4,9,0,1,1676
0,6,7,0,1677
1,5,6,1,1677
2,4,5,2,1677
3,3,4,3,1677
4,2,3,4,1677
5,1,2,5,1677
6,0,1,6,1677
0,7,5,1,1679
1,6,4,2,1679
2,5,3,3,1679
3,4,2,4,1679
4,3,1,5,1679
5,2,0,6,1679
0,0,8,4,1680
7,1,6,0,1681
8,0,5,1,1681
0,8,3,2,1681
1,7,2,3,1681
2,6,1,4,1681
3,5,0,5,1681
0,1,6,5,1682
1,0,5,6,1682
6,3,5,0,1683
7,2,4,1,1683
8,1,3,2,1683
0,9,1,3,1683
9,0,2,3,1683
1,8,0,4,1683
0,2,4,6,1684
1,1,3,7,1684
2,0,2,8,1684
5,5,4,0,1685
6,4,3,1,1685
7,3,2,2,1685
8,2,1,3,1685
9,1,0,4,1685
3,0,9,1,1686
0,3,2,7,1686
1,2,1,8,1686
2,1,0,9,1686
4,7,3,0,1687
5,6,2,1,1687
6,5,1,2,1687
7,4,0,3,1687
1,3,9,0,1688
2,2,8,1,1688
3,1,7,2,1688
4,0,6,3,1688
0,4,0,8,1688
3,9,2,0,1689
4,8,1,1,1689
5,7,0,2,1689
0,5,8,0,1690
1,4,7,1,1690
2,3,6,2,1690
3,2,5,3,1690
4,1,4,4,1690
5,0,3,5,1690
0,6,6,1,1692
1,5,5,2,1692
2,4,4,3,1692
3,3,3,4,1692
4,2,2,5,1692
5,1,1,6,1692
6,0,0,7,1692
7,0,7,0,1694
0,7,4,2,1694
1,6,3,3,1694
2,5,2,4,1694
3,4,1,5,1694
4,3,0,6,1694
9,6,0,0,1695
0,0,7,5,1695
6,2,6,0,1696
7,1,5,1,1696
8,0,4,2,1696
0,8,2,3,1696
1,7,1,4,1696
2,6,0,5,1696
0,1,5,6,1697
1,0,4,7,1697
5,4,5,0,1698
6,3,4,1,1698
7,2,3,2,1698
8,1,2,3,1698
0,9,0,4,1698
9,0,1,4,1698
0,2,3,7,1699
1,1,2,8,1699
2,0,1,9,1699
4,6,4,0,1700
5,5,3,1,1700
6,4,2,2,1700
7,3,1,3,1700
8,2,0,4,1700
2,1,9,1,1701
3,0,8,2,1701
0,3,1,8,1701
1,2,0,9,1701
3,8,3,0,1702
4,7,2,1,1702
5,6,1,2,1702
6,5,0,3,1702
0,4,9,0,1703
1,3,8,1,1703
2,2,7,2,1703
3,1,6,3,1703
4,0,5,4,1703
3,9,1,1,1704
4,8,0,2,1704
0,5,7,1,1705
1,4,6,2,1705
2,3,5,3,1705
3,2,4,4,1705
4,1,3,5,1705
5,0,2,6,1705
0,6,5,2,1707
1,5,4,3,1707
2,4,3,4,1707
3,3,2,5,1707
4,2,1,6,1707
5,1,0,7,1707
9,5,1,0,1708
6,1,7,0,1709
7,0,6,1,1709
0,7,3,3,1709
1,6,2,4,1709
2,5,1,5,1709
3,4,0,6,1709
8,7,0,0,1710
0,0,6,6,1710
5,3,6,0,1711
6,2,5,1,1711
7,1,4,2,1711
8,0,3,3,1711
0,8,1,4,1711
1,7,0,5,1711
0,1,4,7,1712
1,0,3,8,1712
4,5,5,0,1713
5,4,4,1,1713
6,3,3,2,1713
7,2,2,3,1713
8,1,1,4,1713
9,0,0,5,1713
0,2,2,8,1714
1,1,1,9,1714
2,0,0,10,1714
3,7,4,0,1715
4,6,3,1,1715
5,5,2,2,1715
6,4,1,3,1715
7,3,0,4,1715
1,2,9,1,1716
2,1,8,2,1716
3,0,7,3,1716
0,3,0,9,1716
2,9,3,0,1717
3,8,2,1,1717
4,7,1,2,1717
5,6,0,3,1717
0,4,8,1,1718
1,3,7,2,1718
2,2,6,3,1718
3,1,5,4,1718
4,0,4,5,1718
3,9,0,2,1719
0,5,6,2,1720
1,4,5,3,1720
2,3,4,4,1720
3,2,3,5,1720
4,1,2,6,1720
5,0,1,7,1720
9,4,2,0,1721
6,0,8,0,1722
0,6,4,3,1722
1,5,3,4,1722
2,4,2,5,1722
3,3,1,6,1722
4,2,0,7,1722
8,6,1,0,1723
9,5,0,1,1723
5,2,7,0,1724
6,1,6,1,1724
7,0,5,2,1724
0,7,2,4,1724
1,6,1,5,1724
2,5,0,6,1724
7,8,0,0,1725
0,0,5,7,1725
4,4,6,0,1726
5,3,5,1,1726
6,2,4,2,1726
7,1,3,3,1726
8,0,2,4,1726
0,8,0,5,1726
0,1,3,8,1727
1,0,2,9,1727
3,6,5,0,1728
4,5,4,1,1728
5,4,3,2,1728
6,3,2,3,1728
7,2,1,4,1728
8,1,0,5,1728
2,0,9,2,1729
0,2,1,9,1729
1,1,0,10,1729
2,8,4,0,1730
3,7,3,1,1730
4,6,2,2,1730
5,5,1,3,1730
6,4,0,4,1730
0,3,9,1,1731
1,2,8,2,1731
2,1,7,3,1731
3,0,6,4,1731
2,9,2,1,1732
3,8,1,2,1732
4,7,0,3,1732
0,4,7,2,1733
1,3,6,3,1733
2,2,5,4,1733
3,1,4,5,1733
4,0,3,6,1733
9,3,3,0,1734
0,5,5,3,1735
1,4,4,4,1735
2,3,3,5,1735
3,2,2,6,1735
4,1,1,7,1735
5,0,0,8,1735
8,5,2,0,1736
9,4,1,1,1736
5,1,8,0,1737
6,0,7,1,1737
0,6,3,4,1737
1,5,2,5,1737
2,4,1,6,1737
3,3,0,7,1737
7,7,1,0,1738
8,6,0,1,1738
4,3,7,0,1739
5,2,6,1,1739
6,1,5,2,1739
7,0,4,3,1739
0,7,1,5,1739
1,6,0,6,1739
6,9,0,0,1740
0,0,4,8,1740
3,5,6,0,1741
4,4,5,1,1741
5,3,4,2,1741
6,2,3,3,1741
7,1,2,4,1741
8,0,1,5,1741
0,1,2,9,1742
1,0,1,10,1742
2,7,5,0,1743
3,6,4,1,1743
4,5,3,2,1743
5,4,2,3,1743
6,3,1,4,1743
7,2,0,5,1743
1,1,9,2,1744
2,0,8,3,1744
0,2,0,10,1744
1,9,4,0,1745
2,8,3,1,1745
3,7,2,2,1745
4,6,1,3,1745
5,5,0,4,1745
0,3,8,2,1746
1,2,7,3,1746
2,1,6,4,1746
3,0,5,5,1746
9,2,4,0,1747
2,9,1,2,1747
3,8,0,3,1747
0,4,6,3,1748
1,3,5,4,1748
2,2,4,5,1748
3,1,3,6,1748
4,0,2,7,1748
8,4,3,0,1749
9,3,2,1,1749
5,0,9,0,1750
0,5,4,4,1750
1,4,3,5,1750
2,3,2,6,1750
3,2,1,7,1750
4,1,0,8,1750
7,6,2,0,1751
8,5,1,1,1751
9,4,0,2,1751
4,2,8,0,1752
5,1,7,1,1752
6,0,6,2,1752
0,6,2,5,1752
1,5,1,6,1752
2,4,0,7,1752
6,8,1,0,1753
7,7,0,1,1753
3,4,7,0,1754
4,3,6,1,1754
5,2,5,2,1754
6,1,4,3,1754
7,0,3,4,1754
0,7,0,6,1754
0,0,3,9,1755
2,6,6,0,1756
3,5,5,1,1756
4,4,4,2,1756
5,3,3,3,1756
6,2,2,4,1756
7,1,1,5,1756
8,0,0,6,1756
0,1,1,10,1757
1,8,5,0,1758
2,7,4,1,1758
3,6,3,2,1758
4,5,2,3,1758
5,4,1,4,1758
6,3,0,5,1758
0,2,9,2,1759
1,1,8,3,1759
2,0,7,4,1759
9,1,5,0,1760
1,9,3,1,1760
2,8,2,2,1760
3,7,1,3,1760
4,6,0,4,1760
0,3,7,3,1761
1,2,6,4,1761
2,1,5,5,1761
3,0,4,6,1761
8,3,4,0,1762
9,2,3,1,1762
2,9,0,3,1762
0,4,5,4,1763
1,3,4,5,1763
2,2,3,6,1763
3,1,2,7,1763
4,0,1,8,1763
7,5,3,0,1764
8,4,2,1,1764
9,3,1,2,1764
4,1,9,0,1765
5,0,8,1,1765
0,5,3,5,1765
1,4,2,6,1765
2,3,1,7,1765
3,2,0,8,1765
6,7,2,0,1766
7,6,1,1,1766
8,5,0,2,1766
3,3,8,0,1767
4,2,7,1,1767
5,1,6,2,1767
6,0,5,3,1767
0,6,1,6,1767
1,5,0,7,1767
5,9,1,0,1768
6,8,0,1,1768
2,5,7,0,1769
3,4,6,1,1769
4,3,5,2,1769
5,2,4,3,1769
6,1,3,4,1769
7,0,2,5,1769
0,0,2,10,1770
1,7,6,0,1771
2,6,5,1,1771
3,5,4,2,1771
4,4,3,3,1771
5,3,2,4,1771
6,2,1,5,1771
7,1,0,6,1771
1,0,9,3,1772
0,9,5,0,1773
9,0,6,0,1773
1,8,4,1,1773
2,7,3,2,1773
3,6,2,3,1773
4,5,1,4,1773
5,4,0,5,1773
0,2,8,3,1774
1,1,7,4,1774
2,0,6,5,1774
8,2,5,0,1775
9,1,4,1,1775
1,9,2,2,1775
2,8,1,3,1775
3,7,0,4,1775
0,3,6,4,1776
1,2,5,5,1776
2,1,4,6,1776
3,0,3,7,1776
7,4,4,0,1777
8,3,3,1,1777
9,2,2,2,1777
0,4,4,5,1778
1,3,3,6,1778
2,2,2,7,1778
3,1,1,8,1778
4,0,0,9,1778
6,6,3,0,1779
7,5,2,1,1779
8,4,1,2,1779
9,3,0,3,1779
3,2,9,0,1780
4,1,8,1,1780
5,0,7,2,1780
0,5,2,6,1780
1,4,1,7,1780
2,3,0,8,1780
5,8,2,0,1781
6,7,1,1,1781
7,6,0,2,1781
2,4,8,0,1782
3,3,7,1,1782
4,2,6,2,1782
5,1,5,3,1782
6,0,4,4,1782
0,6,0,7,1782
5,9,0,1,1783
1,6,7,0,1784
2,5,6,1,1784
3,4,5,2,1784
4,3,4,3,1784
5,2,3,4,1784
6,1,2,5,1784
7,0,1,6,1784
0,8,6,0,1786
1,7,5,1,1786
2,6,4,2,1786
3,5,3,3,1786
4,4,2,4,1786
5,3,1,5,1786
6,2,0,6,1786
0,1,9,3,1787
1,0,8,4,1787
8,1,6,0,1788
0,9,4,1,1788
9,0,5,1,1788
1,8,3,2,1788
2,7,2,3,1788
3,6,1,4,1788
4,5,0,5,1788
0,2,7,4,1789
1,1,6,5,1789
2,0,5,6,1789
7,3,5,0,1790
8,2,4,1,1790
9,1,3,2,1790
1,9,1,3,1790
2,8,0,4,1790
0,3,5,5,1791
1,2,4,6,1791
2,1,3,7,1791
3,0,2,8,1791
6,5,4,0,1792
7,4,3,1,1792
8,3,2,2,1792
9,2,1,3,1792
4,0,9,1,1793
0,4,3,6,1793
1,3,2,7,1793
2,2,1,8,1793
3,1,0,9,1793
5,7,3,0,1794
6,6,2,1,1794
7,5,1,2,1794
8,4,0,3,1794
2,3,9,0,1795
3,2,8,1,1795
4,1,7,2,1795
5,0,6,3,1795
0,5,1,7,1795
1,4,0,8,1795
4,9,2,0,1796
5,8,1,1,1796
6,7,0,2,1796
1,5,8,0,1797
2,4,7,1,1797
3,3,6,2,1797
4,2,5,3,1797
5,1,4,4,1797
6,0,3,5,1797
0,7,7,0,1799
1,6,6,1,1799
2,5,5,2,1799
3,4,4,3,1799
4,3,3,4,1799
5,2,2,5,1799
6,1,1,6,1799
7,0,0,7,1799
8,0,7,0,1801
0,8,5,1,1801
1,7,4,2,1801
2,6,3,3,1801
3,5,2,4,1801
4,4,1,5,1801
5,3,0,6,1801
0,1,8,4,1802
1,0,7,5,1802
7,2,6,0,1803
8,1,5,1,1803
0,9,3,2,1803
9,0,4,2,1803
1,8,2,3,1803
2,7,1,4,1803
3,6,0,5,1803
0,2,6,5,1804
1,1,5,6,1804
2,0,4,7,1804
6,4,5,0,1805
7,3,4,1,1805
8,2,3,2,1805
9,1,2,3,1805
1,9,0,4,1805
0,3,4,6,1806
1,2,3,7,1806
2,1,2,8,1806
3,0,1,9,1806
5,6,4,0,1807
6,5,3,1,1807
7,4,2,2,1807
8,3,1,3,1807
9,2,0,4,1807
3,1,9,1,1808
4,0,8,2,1808
0,4,2,7,1808
