"ibe","2M","4M","6M","MM"
0,8,1,3,0,1383
0,0,9,1,1,1383
0,9,0,2,1,1383
0,1,8,0,2,1383
0,0,2,4,4,1384
0,1,1,3,5,1384
0,2,0,2,6,1384
0,7,3,2,0,1385
0,8,2,1,1,1385
0,9,1,0,2,1385
0,0,3,2,5,1386
0,1,2,1,6,1386
0,2,1,0,7,1386
0,6,5,1,0,1387
0,7,4,0,1,1387
0,3,1,7,0,1388
0,4,0,6,1,1388
0,0,4,0,6,1388
0,5,7,0,0,1389
0,2,3,6,0,1390
0,3,2,5,1,1390
0,4,1,4,2,1390
0,5,0,3,3,1390
0,1,5,5,0,1392
0,2,4,4,1,1392
0,3,3,3,2,1392
0,4,2,2,3,1392
0,5,1,1,4,1392
0,6,0,0,5,1392
0,0,7,4,0,1394
0,1,6,3,1,1394
0,2,5,2,2,1394
0,3,4,1,3,1394
0,4,3,0,4,1394
0,0,0,7,3,1395
0,8,0,4,0,1396
0,0,8,2,1,1396
0,1,7,1,2,1396
0,2,6,0,3,1396
0,0,1,5,4,1397
0,1,0,4,5,1397
0,7,2,3,0,1398
0,8,1,2,1,1398
0,0,9,0,2,1398
0,9,0,1,2,1398
0,0,2,3,5,1399
0,1,1,2,6,1399
0,2,0,1,7,1399
0,6,4,2,0,1400
0,7,3,1,1,1400
0,8,2,0,2,1400
0,3,0,8,0,1401
0,0,3,1,6,1401
0,1,2,0,7,1401
0,5,6,1,0,1402
0,6,5,0,1,1402
0,2,2,7,0,1403
0,3,1,6,1,1403
0,4,0,5,2,1403
0,4,8,0,0,1404
0,1,4,6,0,1405
0,2,3,5,1,1405
0,3,2,4,2,1405
0,4,1,3,3,1405
0,5,0,2,4,1405
0,0,6,5,0,1407
0,1,5,4,1,1407
0,2,4,3,2,1407
0,3,3,2,3,1407
0,4,2,1,4,1407
0,5,1,0,5,1407
0,0,7,3,1,1409
0,1,6,2,2,1409
0,2,5,1,3,1409
0,3,4,0,4,1409
0,0,0,6,4,1410
0,7,1,4,0,1411
0,8,0,3,1,1411
0,0,8,1,2,1411
0,1,7,0,3,1411
0,0,1,4,5,1412
0,1,0,3,6,1412
0,6,3,3,0,1413
0,7,2,2,1,1413
0,8,1,1,2,1413
0,9,0,0,3,1413
0,0,2,2,6,1414
0,1,1,1,7,1414
0,2,0,0,8,1414
0,5,5,2,0,1415
0,6,4,1,1,1415
0,7,3,0,2,1415
0,2,1,8,0,1416
0,3,0,7,1,1416
0,0,3,0,7,1416
0,4,7,1,0,1417
0,5,6,0,1,1417
0,1,3,7,0,1418
0,2,2,6,1,1418
0,3,1,5,2,1418
0,4,0,4,3,1418
0,3,9,0,0,1419
0,0,5,6,0,1420
0,1,4,5,1,1420
0,2,3,4,2,1420
0,3,2,3,3,1420
0,4,1,2,4,1420
0,5,0,1,5,1420
0,0,6,4,1,1422
0,1,5,3,2,1422
0,2,4,2,3,1422
0,3,3,1,4,1422
0,4,2,0,5,1422
0,7,0,5,0,1424
0,0,7,2,2,1424
0,1,6,1,3,1424
0,2,5,0,4,1424
0,0,0,5,5,1425
0,6,2,4,0,1426
0,7,1,3,1,1426
0,8,0,2,2,1426
0,0,8,0,3,1426
0,0,1,3,6,1427
0,1,0,2,7,1427
0,5,4,3,0,1428
0,6,3,2,1,1428
0,7,2,1,2,1428
0,8,1,0,3,1428
0,2,0,9,0,1429
0,0,2,1,7,1429
0,1,1,0,8,1429
0,4,6,2,0,1430
0,5,5,1,1,1430
0,6,4,0,2,1430
0,1,2,8,0,1431
0,2,1,7,1,1431
0,3,0,6,2,1431
0,3,8,1,0,1432
0,4,7,0,1,1432
0,0,4,7,0,1433
0,1,3,6,1,1433
0,2,2,5,2,1433
0,3,1,4,3,1433
0,4,0,3,4,1433
0,0,5,5,1,1435
0,1,4,4,2,1435
0,2,3,3,3,1435
0,3,2,2,4,1435
0,4,1,1,5,1435
0,5,0,0,6,1435
0,0,6,3,2,1437
0,1,5,2,3,1437
0,2,4,1,4,1437
0,3,3,0,5,1437
0,6,1,5,0,1439
0,7,0,4,1,1439
0,0,7,1,3,1439
0,1,6,0,4,1439
0,0,0,4,6,1440
0,5,3,4,0,1441
0,6,2,3,1,1441
0,7,1,2,2,1441
0,8,0,1,3,1441
0,0,1,2,7,1442
0,1,0,1,8,1442
0,4,5,3,0,1443
0,5,4,2,1,1443
0,6,3,1,2,1443
0,7,2,0,3,1443
0,1,1,9,0,1444
0,2,0,8,1,1444
0,0,2,0,8,1444
0,3,7,2,0,1445
0,4,6,1,1,1445
0,5,5,0,2,1445
0,0,3,8,0,1446
0,1,2,7,1,1446
0,2,1,6,2,1446
0,3,0,5,3,1446
0,2,9,1,0,1447
0,3,8,0,1,1447
0,0,4,6,1,1448
0,1,3,5,2,1448
0,2,2,4,3,1448
0,3,1,3,4,1448
0,4,0,2,5,1448
0,0,5,4,2,1450
0,1,4,3,3,1450
0,2,3,2,4,1450
0,3,2,1,5,1450
0,4,1,0,6,1450
0,9,4,0,0,1451
0,6,0,6,0,1452
0,0,6,2,3,1452
0,1,5,1,4,1452
0,2,4,0,5,1452
0,5,2,5,0,1454
0,6,1,4,1,1454
0,7,0,3,2,1454
0,0,7,0,4,1454
0,0,0,3,7,1455
0,4,4,4,0,1456
0,5,3,3,1,1456
0,6,2,2,2,1456
0,7,1,1,3,1456
0,8,0,0,4,1456
0,0,1,1,8,1457
0,1,0,0,9,1457
0,3,6,3,0,1458
0,4,5,2,1,1458
0,5,4,1,2,1458
0,6,3,0,3,1458
0,0,2,9,0,1459
0,1,1,8,1,1459
0,2,0,7,2,1459
0,2,8,2,0,1460
0,3,7,1,1,1460
0,4,6,0,2,1460
0,0,3,7,1,1461
0,1,2,6,2,1461
0,2,1,5,3,1461
0,3,0,4,4,1461
0,2,9,0,1,1462
0,0,4,5,2,1463
0,1,3,4,3,1463
0,2,2,3,4,1463
0,3,1,2,5,1463
0,4,0,1,6,1463
0,9,3,1,0,1464
0,0,5,3,3,1465
0,1,4,2,4,1465
0,2,3,1,5,1465
0,3,2,0,6,1465
0,8,5,0,0,1466
0,5,1,6,0,1467
0,6,0,5,1,1467
0,0,6,1,4,1467
0,1,5,0,5,1467
0,4,3,5,0,1469
0,5,2,4,1,1469
0,6,1,3,2,1469
0,7,0,2,3,1469
0,0,0,2,8,1470
0,3,5,4,0,1471
0,4,4,3,1,1471
0,5,3,2,2,1471
0,6,2,1,3,1471
0,7,1,0,4,1471
0,1,0,9,1,1472
0,0,1,0,9,1472
0,2,7,3,0,1473
0,3,6,2,1,1473
0,4,5,1,2,1473
0,5,4,0,3,1473
0,0,2,8,1,1474
0,1,1,7,2,1474
0,2,0,6,3,1474
0,1,9,2,0,1475
0,2,8,1,1,1475
0,3,7,0,2,1475
0,0,3,6,2,1476
0,1,2,5,3,1476
0,2,1,4,4,1476
0,3,0,3,5,1476
0,9,2,2,0,1477
0,0,4,4,3,1478
0,1,3,3,4,1478
0,2,2,2,5,1478
0,3,1,1,6,1478
0,4,0,0,7,1478
0,8,4,1,0,1479
0,9,3,0,1,1479
0,5,0,7,0,1480
0,0,5,2,4,1480
0,1,4,1,5,1480
0,2,3,0,6,1480
0,7,6,0,0,1481
0,4,2,6,0,1482
0,5,1,5,1,1482
0,6,0,4,2,1482
0,0,6,0,5,1482
0,3,4,5,0,1484
0,4,3,4,1,1484
0,5,2,3,2,1484
0,6,1,2,3,1484
0,7,0,1,4,1484
0,0,0,1,9,1485
0,2,6,4,0,1486
0,3,5,3,1,1486
0,4,4,2,2,1486
0,5,3,1,3,1486
0,6,2,0,4,1486
0,0,1,9,1,1487
0,1,0,8,2,1487
0,1,8,3,0,1488
0,2,7,2,1,1488
0,3,6,1,2,1488
0,4,5,0,3,1488
0,0,2,7,2,1489
0,1,1,6,3,1489
0,2,0,5,4,1489
0,9,1,3,0,1490
0,1,9,1,1,1490
0,2,8,0,2,1490
0,0,3,5,3,1491
0,1,2,4,4,1491
0,2,1,3,5,1491
0,3,0,2,6,1491
0,8,3,2,0,1492
0,9,2,1,1,1492
0,0,4,3,4,1493
0,1,3,2,5,1493
0,2,2,1,6,1493
0,3,1,0,7,1493
0,7,5,1,0,1494
0,8,4,0,1,1494
0,4,1,7,0,1495
0,5,0,6,1,1495
0,0,5,1,5,1495
0,1,4,0,6,1495
0,6,7,0,0,1496
0,3,3,6,0,1497
0,4,2,5,1,1497
0,5,1,4,2,1497
0,6,0,3,3,1497
0,2,5,5,0,1499
0,3,4,4,1,1499
0,4,3,3,2,1499
0,5,2,2,3,1499
0,6,1,1,4,1499
0,7,0,0,5,1499
0,0,0,0,10,1500
0,1,7,4,0,1501
0,2,6,3,1,1501
0,3,5,2,2,1501
0,4,4,1,3,1501
0,5,3,0,4,1501
0,0,1,8,2,1502
0,1,0,7,3,1502
0,0,9,3,0,1503
0,9,0,4,0,1503
0,1,8,2,1,1503
0,2,7,1,2,1503
0,3,6,0,3,1503
0,0,2,6,3,1504
0,1,1,5,4,1504
0,2,0,4,5,1504
0,8,2,3,0,1505
0,9,1,2,1,1505
0,1,9,0,2,1505
0,0,3,4,4,1506
0,1,2,3,5,1506
0,2,1,2,6,1506
0,3,0,1,7,1506
0,7,4,2,0,1507
0,8,3,1,1,1507
0,9,2,0,2,1507
0,4,0,8,0,1508
0,0,4,2,5,1508
0,1,3,1,6,1508
0,2,2,0,7,1508
0,6,6,1,0,1509
0,7,5,0,1,1509
0,3,2,7,0,1510
0,4,1,6,1,1510
0,5,0,5,2,1510
0,0,5,0,6,1510
0,5,8,0,0,1511
0,2,4,6,0,1512
0,3,3,5,1,1512
0,4,2,4,2,1512
0,5,1,3,3,1512
0,6,0,2,4,1512
0,1,6,5,0,1514
0,2,5,4,1,1514
0,3,4,3,2,1514
0,4,3,2,3,1514
0,5,2,1,4,1514
0,6,1,0,5,1514
0,0,0,9,2,1515
0,0,8,4,0,1516
0,1,7,3,1,1516
0,2,6,2,2,1516
0,3,5,1,3,1516
0,4,4,0,4,1516
0,0,1,7,3,1517
0,1,0,6,4,1517
0,8,1,4,0,1518
0,0,9,2,1,1518
0,9,0,3,1,1518
0,1,8,1,2,1518
0,2,7,0,3,1518
0,0,2,5,4,1519
0,1,1,4,5,1519
0,2,0,3,6,1519
0,7,3,3,0,1520
0,8,2,2,1,1520
0,9,1,1,2,1520
0,0,3,3,5,1521
0,1,2,2,6,1521
0,2,1,1,7,1521
0,3,0,0,8,1521
0,6,5,2,0,1522
0,7,4,1,1,1522
0,8,3,0,2,1522
0,3,1,8,0,1523
0,4,0,7,1,1523
0,0,4,1,6,1523
0,1,3,0,7,1523
0,5,7,1,0,1524
0,6,6,0,1,1524
0,2,3,7,0,1525
0,3,2,6,1,1525
0,4,1,5,2,1525
0,5,0,4,3,1525
0,4,9,0,0,1526
0,1,5,6,0,1527
0,2,4,5,1,1527
0,3,3,4,2,1527
0,4,2,3,3,1527
0,5,1,2,4,1527
0,6,0,1,5,1527
0,0,7,5,0,1529
0,1,6,4,1,1529
0,2,5,3,2,1529
0,3,4,2,3,1529
0,4,3,1,4,1529
0,5,2,0,5,1529
0,0,0,8,3,1530
0,8,0,5,0,1531
0,0,8,3,1,1531
0,1,7,2,2,1531
0,2,6,1,3,1531
0,3,5,0,4,1531
0,0,1,6,4,1532
0,1,0,5,5,1532
0,7,2,4,0,1533
0,8,1,3,1,1533
0,0,9,1,2,1533
0,9,0,2,2,1533
0,1,8,0,3,1533
0,0,2,4,5,1534
0,1,1,3,6,1534
0,2,0,2,7,1534
0,6,4,3,0,1535
0,7,3,2,1,1535
0,8,2,1,2,1535
0,9,1,0,3,1535
0,3,0,9,0,1536
0,0,3,2,6,1536
0,1,2,1,7,1536
0,2,1,0,8,1536
0,5,6,2,0,1537
0,6,5,1,1,1537
0,7,4,0,2,1537
0,2,2,8,0,1538
0,3,1,7,1,1538
0,4,0,6,2,1538
0,0,4,0,7,1538
0,4,8,1,0,1539
0,5,7,0,1,1539
0,1,4,7,0,1540
0,2,3,6,1,1540
0,3,2,5,2,1540
0,4,1,4,3,1540
0,5,0,3,4,1540
0,0,6,6,0,1542
0,1,5,5,1,1542
0,2,4,4,2,1542
0,3,3,3,3,1542
0,4,2,2,4,1542
0,5,1,1,5,1542
0,6,0,0,6,1542
0,0,7,4,1,1544
0,1,6,3,2,1544
0,2,5,2,3,1544
0,3,4,1,4,1544
0,4,3,0,5,1544
0,0,0,7,4,1545
0,7,1,5,0,1546
0,8,0,4,1,1546
0,0,8,2,2,1546
0,1,7,1,3,1546
0,2,6,0,4,1546
0,0,1,5,5,1547
0,1,0,4,6,1547
0,6,3,4,0,1548
0,7,2,3,1,1548
0,8,1,2,2,1548
0,0,9,0,3,1548
0,9,0,1,3,1548
0,0,2,3,6,1549
0,1,1,2,7,1549
0,2,0,1,8,1549
0,5,5,3,0,1550
0,6,4,2,1,1550
0,7,3,1,2,1550
0,8,2,0,3,1550
0,2,1,9,0,1551
0,3,0,8,1,1551
0,0,3,1,7,1551
0,1,2,0,8,1551
0,4,7,2,0,1552
0,5,6,1,1,1552
0,6,5,0,2,1552
0,1,3,8,0,1553
0,2,2,7,1,1553
0,3,1,6,2,1553
0,4,0,5,3,1553
0,3,9,1,0,1554
0,4,8,0,1,1554
0,0,5,7,0,1555
0,1,4,6,1,1555
0,2,3,5,2,1555
0,3,2,4,3,1555
0,4,1,3,4,1555
0,5,0,2,5,1555
0,0,6,5,1,1557
0,1,5,4,2,1557
0,2,4,3,3,1557
0,3,3,2,4,1557
0,4,2,1,5,1557
0,5,1,0,6,1557
0,7,0,6,0,1559
0,0,7,3,2,1559
0,1,6,2,3,1559
0,2,5,1,4,1559
0,3,4,0,5,1559
0,0,0,6,5,1560
0,6,2,5,0,1561
0,7,1,4,1,1561
0,8,0,3,2,1561
0,0,8,1,3,1561
0,1,7,0,4,1561
0,0,1,4,6,1562
0,1,0,3,7,1562
0,5,4,4,0,1563
0,6,3,3,1,1563
0,7,2,2,2,1563
0,8,1,1,3,1563
0,9,0,0,4,1563
0,0,2,2,7,1564
0,1,1,1,8,1564
0,2,0,0,9,1564
0,4,6,3,0,1565
0,5,5,2,1,1565
0,6,4,1,2,1565
0,7,3,0,3,1565
0,1,2,9,0,1566
0,2,1,8,1,1566
0,3,0,7,2,1566
0,0,3,0,8,1566
0,3,8,2,0,1567
0,4,7,1,1,1567
0,5,6,0,2,1567
0,0,4,8,0,1568
0,1,3,7,1,1568
0,2,2,6,2,1568
0,3,1,5,3,1568
0,4,0,4,4,1568
0,3,9,0,1,1569
0,0,5,6,1,1570
0,1,4,5,2,1570
0,2,3,4,3,1570
0,3,2,3,4,1570
0,4,1,2,5,1570
0,5,0,1,6,1570
0,0,6,4,2,1572
0,1,5,3,3,1572
0,2,4,2,4,1572
0,3,3,1,5,1572
0,4,2,0,6,1572
0,9,5,0,0,1573
0,6,1,6,0,1574
0,7,0,5,1,1574
0,0,7,2,3,1574
0,1,6,1,4,1574
0,2,5,0,5,1574
0,0,0,5,6,1575
0,5,3,5,0,1576
0,6,2,4,1,1576
0,7,1,3,2,1576
0,8,0,2,3,1576
0,0,8,0,4,1576
0,0,1,3,7,1577
0,1,0,2,8,1577
0,4,5,4,0,1578
0,5,4,3,1,1578
0,6,3,2,2,1578
0,7,2,1,3,1578
0,8,1,0,4,1578
0,2,0,9,1,1579
0,0,2,1,8,1579
0,1,1,0,9,1579
0,3,7,3,0,1580
0,4,6,2,1,1580
0,5,5,1,2,1580
0,6,4,0,3,1580
0,0,3,9,0,1581
0,1,2,8,1,1581
0,2,1,7,2,1581
0,3,0,6,3,1581
0,2,9,2,0,1582
0,3,8,1,1,1582
0,4,7,0,2,1582
0,0,4,7,1,1583
0,1,3,6,2,1583
0,2,2,5,3,1583
0,3,1,4,4,1583
0,4,0,3,5,1583
0,0,5,5,2,1585
0,1,4,4,3,1585
0,2,3,3,4,1585
0,3,2,2,5,1585
0,4,1,1,6,1585
0,5,0,0,7,1585
0,9,4,1,0,1586
0,6,0,7,0,1587
0,0,6,3,3,1587
0,1,5,2,4,1587
0,2,4,1,5,1587
0,3,3,0,6,1587
0,8,6,0,0,1588
0,5,2,6,0,1589
0,6,1,5,1,1589
0,7,0,4,2,1589
0,0,7,1,4,1589
0,1,6,0,5,1589
0,0,0,4,7,1590
0,4,4,5,0,1591
0,5,3,4,1,1591
0,6,2,3,2,1591
0,7,1,2,3,1591
0,8,0,1,4,1591
0,0,1,2,8,1592
0,1,0,1,9,1592
0,3,6,4,0,1593
0,4,5,3,1,1593
0,5,4,2,2,1593
0,6,3,1,3,1593
0,7,2,0,4,1593
0,1,1,9,1,1594
0,2,0,8,2,1594
0,0,2,0,9,1594
0,2,8,3,0,1595
0,3,7,2,1,1595
0,4,6,1,2,1595
0,5,5,0,3,1595
0,0,3,8,1,1596
0,1,2,7,2,1596
0,2,1,6,3,1596
0,3,0,5,4,1596
0,2,9,1,1,1597
0,3,8,0,2,1597
0,0,4,6,2,1598
0,1,3,5,3,1598
0,2,2,4,4,1598
0,3,1,3,5,1598
0,4,0,2,6,1598
0,9,3,2,0,1599
0,0,5,4,3,1600
0,1,4,3,4,1600
0,2,3,2,5,1600
0,3,2,1,6,1600
0,4,1,0,7,1600
0,8,5,1,0,1601
0,9,4,0,1,1601
0,5,1,7,0,1602
0,6,0,6,1,1602
0,0,6,2,4,1602
0,1,5,1,5,1602
0,2,4,0,6,1602
0,7,7,0,0,1603
0,4,3,6,0,1604
0,5,2,5,1,1604
0,6,1,4,2,1604
0,7,0,3,3,1604
0,0,7,0,5,1604
0,0,0,3,8,1605
0,3,5,5,0,1606
0,4,4,4,1,1606
0,5,3,3,2,1606
0,6,2,2,3,1606
0,7,1,1,4,1606
0,8,0,0,5,1606
0,0,1,1,9,1607
0,1,0,0,10,1607
0,2,7,4,0,1608
0,3,6,3,1,1608
0,4,5,2,2,1608
0,5,4,1,3,1608
0,6,3,0,4,1608
0,0,2,9,1,1609
0,1,1,8,2,1609
0,2,0,7,3,1609
0,1,9,3,0,1610
0,2,8,2,1,1610
0,3,7,1,2,1610
0,4,6,0,3,1610
0,0,3,7,2,1611
0,1,2,6,3,1611
0,2,1,5,4,1611
0,3,0,4,5,1611
0,9,2,3,0,1612
0,2,9,0,2,1612
0,0,4,5,3,1613
0,1,3,4,4,1613
0,2,2,3,5,1613
0,3,1,2,6,1613
0,4,0,1,7,1613
0,8,4,2,0,1614
0,9,3,1,1,1614
0,5,0,8,0,1615
0,0,5,3,4,1615
0,1,4,2,5,1615
0,2,3,1,6,1615
0,3,2,0,7,1615
0,7,6,1,0,1616
0,8,5,0,1,1616
0,4,2,7,0,1617
0,5,1,6,1,1617
0,6,0,5,2,1617
0,0,6,1,5,1617
0,1,5,0,6,1617
0,6,8,0,0,1618
0,3,4,6,0,1619
0,4,3,5,1,1619
0,5,2,4,2,1619
0,6,1,3,3,1619
0,7,0,2,4,1619
0,0,0,2,9,1620
0,2,6,5,0,1621
0,3,5,4,1,1621
0,4,4,3,2,1621
0,5,3,2,3,1621
0,6,2,1,4,1621
0,7,1,0,5,1621
0,1,0,9,2,1622
0,0,1,0,10,1622
0,1,8,4,0,1623
0,2,7,3,1,1623
0,3,6,2,2,1623
0,4,5,1,3,1623
0,5,4,0,4,1623
0,0,2,8,2,1624
0,1,1,7,3,1624
0,2,0,6,4,1624
0,9,1,4,0,1625
0,1,9,2,1,1625
0,2,8,1,2,1625
0,3,7,0,3,1625
0,0,3,6,3,1626
0,1,2,5,4,1626
0,2,1,4,5,1626
0,3,0,3,6,1626
0,8,3,3,0,1627
0,9,2,2,1,1627
0,0,4,4,4,1628
0,1,3,3,5,1628
0,2,2,2,6,1628
0,3,1,1,7,1628
0,4,0,0,8,1628
0,7,5,2,0,1629
0,8,4,1,1,1629
0,9,3,0,2,1629
0,4,1,8,0,1630
0,5,0,7,1,1630
0,0,5,2,5,1630
0,1,4,1,6,1630
0,2,3,0,7,1630
0,6,7,1,0,1631
0,7,6,0,1,1631
0,3,3,7,0,1632
0,4,2,6,1,1632
0,5,1,5,2,1632
0,6,0,4,3,1632
0,0,6,0,6,1632
0,5,9,0,0,1633
0,2,5,6,0,1634
0,3,4,5,1,1634
0,4,3,4,2,1634
0,5,2,3,3,1634
0,6,1,2,4,1634
0,7,0,1,5,1634
0,0,0,1,10,1635
0,1,7,5,0,1636
0,2,6,4,1,1636
0,3,5,3,2,1636
0,4,4,2,3,1636
0,5,3,1,4,1636
0,6,2,0,5,1636
0,0,1,9,2,1637
0,1,0,8,3,1637
0,0,9,4,0,1638
0,9,0,5,0,1638
0,1,8,3,1,1638
0,2,7,2,2,1638
0,3,6,1,3,1638
0,4,5,0,4,1638
0,0,2,7,3,1639
0,1,1,6,4,1639
0,2,0,5,5,1639
0,8,2,4,0,1640
0,9,1,3,1,1640
0,1,9,1,2,1640
0,2,8,0,3,1640
0,0,3,5,4,1641
0,1,2,4,5,1641
0,2,1,3,6,1641
0,3,0,2,7,1641
0,7,4,3,0,1642
0,8,3,2,1,1642
0,9,2,1,2,1642
0,4,0,9,0,1643
0,0,4,3,5,1643
0,1,3,2,6,1643
0,2,2,1,7,1643
0,3,1,0,8,1643
0,6,6,2,0,1644
0,7,5,1,1,1644
0,8,4,0,2,1644
0,3,2,8,0,1645
0,4,1,7,1,1645
0,5,0,6,2,1645
0,0,5,1,6,1645
0,1,4,0,7,1645
0,5,8,1,0,1646
0,6,7,0,1,1646
0,2,4,7,0,1647
0,3,3,6,1,1647
0,4,2,5,2,1647
0,5,1,4,3,1647
0,6,0,3,4,1647
0,1,6,6,0,1649
0,2,5,5,1,1649
0,3,4,4,2,1649
0,4,3,3,3,1649
0,5,2,2,4,1649
0,6,1,1,5,1649
0,7,0,0,6,1649
0,0,8,5,0,1651
0,1,7,4,1,1651
0,2,6,3,2,1651
0,3,5,2,3,1651
0,4,4,1,4,1651
0,5,3,0,5,1651
0,0,1,8,3,1652
0,1,0,7,4,1652
0,8,1,5,0,1653
0,0,9,3,1,1653
0,9,0,4,1,1653
0,1,8,2,2,1653
0,2,7,1,3,1653
0,3,6,0,4,1653
0,0,2,6,4,1654
0,1,1,5,5,1654
0,2,0,4,6,1654
0,7,3,4,0,1655
0,8,2,3,1,1655
0,9,1,2,2,1655
0,1,9,0,3,1655
0,0,3,4,5,1656
0,1,2,3,6,1656
0,2,1,2,7,1656
0,3,0,1,8,1656
0,6,5,3,0,1657
0,7,4,2,1,1657
0,8,3,1,2,1657
0,9,2,0,3,1657
0,3,1,9,0,1658
0,4,0,8,1,1658
0,0,4,2,6,1658
0,1,3,1,7,1658
0,2,2,0,8,1658
0,5,7,2,0,1659
0,6,6,1,1,1659
0,7,5,0,2,1659
0,2,3,8,0,1660
0,3,2,7,1,1660
0,4,1,6,2,1660
0,5,0,5,3,1660
0,0,5,0,7,1660
0,4,9,1,0,1661
0,5,8,0,1,1661
0,1,5,7,0,1662
0,2,4,6,1,1662
0,3,3,5,2,1662
0,4,2,4,3,1662
0,5,1,3,4,1662
0,6,0,2,5,1662
0,0,7,6,0,1664
0,1,6,5,1,1664
0,2,5,4,2,1664
0,3,4,3,3,1664
0,4,3,2,4,1664
0,5,2,1,5,1664
0,6,1,0,6,1664
0,0,0,9,3,1665
0,8,0,6,0,1666
0,0,8,4,1,1666
0,1,7,3,2,1666
0,2,6,2,3,1666
0,3,5,1,4,1666
0,4,4,0,5,1666
0,0,1,7,4,1667
0,1,0,6,5,1667
0,7,2,5,0,1668
0,8,1,4,1,1668
0,0,9,2,2,1668
0,9,0,3,2,1668
0,1,8,1,3,1668
0,2,7,0,4,1668
0,0,2,5,5,1669
0,1,1,4,6,1669
0,2,0,3,7,1669
0,6,4,4,0,1670
0,7,3,3,1,1670
0,8,2,2,2,1670
0,9,1,1,3,1670
0,0,3,3,6,1671
0,1,2,2,7,1671
0,2,1,1,8,1671
0,3,0,0,9,1671
0,5,6,3,0,1672
0,6,5,2,1,1672
0,7,4,1,2,1672
0,8,3,0,3,1672
0,2,2,9,0,1673
0,3,1,8,1,1673
0,4,0,7,2,1673
0,0,4,1,7,1673
0,1,3,0,8,1673
0,4,8,2,0,1674
0,5,7,1,1,1674
0,6,6,0,2,1674
0,1,4,8,0,1675
0,2,3,7,1,1675
0,3,2,6,2,1675
0,4,1,5,3,1675
0,5,0,4,4,1675
0,4,9,0,1,1676
0,0,6,7,0,1677
0,1,5,6,1,1677
0,2,4,5,2,1677
0,3,3,4,3,1677
0,4,2,3,4,1677
0,5,1,2,5,1677
0,6,0,1,6,1677
0,0,7,5,1,1679
0,1,6,4,2,1679
0,2,5,3,3,1679
0,3,4,2,4,1679
0,4,3,1,5,1679
0,5,2,0,6,1679
0,0,0,8,4,1680
0,7,1,6,0,1681
0,8,0,5,1,1681
0,0,8,3,2,1681
0,1,7,2,3,1681
0,2,6,1,4,1681
0,3,5,0,5,1681
0,0,1,6,5,1682
0,1,0,5,6,1682
0,6,3,5,0,1683
0,7,2,4,1,1683
0,8,1,3,2,1683
0,0,9,1,3,1683
0,9,0,2,3,1683
0,1,8,0,4,1683
0,0,2,4,6,1684
0,1,1,3,7,1684
0,2,0,2,8,1684
0,5,5,4,0,1685
0,6,4,3,1,1685
0,7,3,2,2,1685
0,8,2,1,3,1685
0,9,1,0,4,1685
0,3,0,9,1,1686
0,0,3,2,7,1686
0,1,2,1,8,1686
0,2,1,0,9,1686
0,4,7,3,0,1687
0,5,6,2,1,1687
0,6,5,1,2,1687
0,7,4,0,3,1687
0,1,3,9,0,1688
0,2,2,8,1,1688
0,3,1,7,2,1688
0,4,0,6,3,1688
0,0,4,0,8,1688
0,3,9,2,0,1689
0,4,8,1,1,1689
0,5,7,0,2,1689
0,0,5,8,0,1690
0,1,4,7,1,1690
0,2,3,6,2,1690
0,3,2,5,3,1690
0,4,1,4,4,1690
0,5,0,3,5,1690
0,0,6,6,1,1692
0,1,5,5,2,1692
0,2,4,4,3,1692
0,3,3,3,4,1692
0,4,2,2,5,1692
0,5,1,1,6,1692
0,6,0,0,7,1692
0,7,0,7,0,1694
0,0,7,4,2,1694
0,1,6,3,3,1694
0,2,5,2,4,1694
0,3,4,1,5,1694
0,4,3,0,6,1694
0,9,6,0,0,1695
0,0,0,7,5,1695
0,6,2,6,0,1696
0,7,1,5,1,1696
0,8,0,4,2,1696
0,0,8,2,3,1696
0,1,7,1,4,1696
0,2,6,0,5,1696
0,0,1,5,6,1697
0,1,0,4,7,1697
0,5,4,5,0,1698
0,6,3,4,1,1698
0,7,2,3,2,1698
0,8,1,2,3,1698
0,0,9,0,4,1698
0,9,0,1,4,1698
0,0,2,3,7,1699
0,1,1,2,8,1699
0,2,0,1,9,1699
0,4,6,4,0,1700
0,5,5,3,1,1700
0,6,4,2,2,1700
0,7,3,1,3,1700
0,8,2,0,4,1700
0,2,1,9,1,1701
0,3,0,8,2,1701
0,0,3,1,8,1701
0,1,2,0,9,1701
0,3,8,3,0,1702
0,4,7,2,1,1702
0,5,6,1,2,1702
0,6,5,0,3,1702
0,0,4,9,0,1703
0,1,3,8,1,1703
0,2,2,7,2,1703
0,3,1,6,3,1703
0,4,0,5,4,1703
0,3,9,1,1,1704
0,4,8,0,2,1704
0,0,5,7,1,1705
0,1,4,6,2,1705
0,2,3,5,3,1705
0,3,2,4,4,1705
0,4,1,3,5,1705
0,5,0,2,6,1705
0,0,6,5,2,1707
0,1,5,4,3,1707
0,2,4,3,4,1707
0,3,3,2,5,1707
0,4,2,1,6,1707
0,5,1,0,7,1707
0,9,5,1,0,1708
0,6,1,7,0,1709
0,7,0,6,1,1709
0,0,7,3,3,1709
0,1,6,2,4,1709
0,2,5,1,5,1709
0,3,4,0,6,1709
0,8,7,0,0,1710
0,0,0,6,6,1710
0,5,3,6,0,1711
0,6,2,5,1,1711
0,7,1,4,2,1711
